item,frequency
श्इक्ष्अ,1749
ब्य्और्आ,77
त्ऐय्आ,4529
क्अर्आ,7242
क्औन्अ,1423
क्अब्अ,916
र्इट्आ,286
य्अर्अ,3225
र्अह् आ,18954
ज्अव्आ,4452
ब्इल्क्उ,549
म्उद्द्आ,591
ख्आन्आ,968
द्और्आ,7897
स्क्ऊल्अ,3080
ल्अग्ई,2250
आग्अ,2178
स्अंप्अत्त्इ,920
य्ऊक्र्ए,60
प्र्अध्आ,5974
न्अम्अंत्र्ई,4134
ल्एक्स्अ,71
र्उक्अ,685
श्उक्र्अ,2071
व्आर्अ,17943
र्आष्ट्र्अ,5146
प्अत्इ,4838
ल्ओड्अ,435
म्इर्अ,159
एल्अ,2587
इस्त्ई,687
स्औअंप्अ,511
क्आर्ए,239
र्आज्अ,15682
न्ईत्इ,6408
द्अल्ओ,799
ह् ओत्ई,5938
ह् इत्अ,1378
क्ओई,12975
य्ओज्अ,6206
च्अल्आ,3870
ज्इन्अ,3974
व्आय्अ,1723
ह् ओत्ए,4259
ब्आद्अ,24678
इअंट्अ,2382
र्अन्ए,1835
श्अन्अ,4767
ज्आर्ई,5072
र्एस्अ,375
ज्अह् आ,5198
ज्ऐक्अ,303
ल्ईन्अ,658
फ्अर्न्आ,66
ईज्अ,312
प्ओल्अ,528
ड्आअंस्अ,610
अद्आ,2249
त्अड्क्अ,176
ल्अग्आ,15584
न्अज्अ,4197
आए,5235
द्एश्ई,233
फ्आइ,2133
ज्एट्अ,759
त्एज्अ,2197
ल्आइ,4744
ब्एट्अ,213
ह् एल्ई,322
ऑप्अ,747
ट्अर्अ,2312
स्ईए,2448
आइ,3594
ट्आर्अ,232
ऑम्अ,40
ब्अल्अ,2992
द्एव्अ,3428
स्ऊब्ए,193
द्आर्अ,6227
म्एज्अ,495
ब्र्अह् म्अ,318
क्अह् आ,33069
स्ईत्आ,450
र्आम्अ,6626
भ्आर्अ,22052
द्व्आज्अ,206
प्अड्ओ,489
व्अर्त्अ,2004
म्आन्अ,13152
प्उस्त्अ,718
अभ्ई,4468
र्ऐन्अ,47
एर्आ,138
क्अक्ष्अ,355
र्अख्ई,1018
ह् उई,9785
स्अंज्अय्अ,1084
क्इश्अ,250
ग्एन्अ,52
म्ओह् अ,2866
भ्अव्अ,2207
ब्आर्अ,12771
ह् ऑल्अ,233
स्अम्आ,9816
र्ओह् अ,1890
प्आल्अ,4263
ज्अग्अ,5402
द्ईश्अ,222
म्उख्ई,260
प्अद्अ,3850
ग्ओप्अ,227
न्ईय्अ,762
श्अप्अ,593
द्इल्आ,1317
र्अह् ई,18268
व्इव्आ,2859
म्आम्अ,10146
ज्इस्अ,16531
ब्अच्अ,1788
च्आह् अ,4963
ट्ऑय्अ,93
ल्एट्अ,981
क्अथ्आ,784
ब्इल्आ,346
स्अप्उ,299
ल्अड्क्ई,1426
श्आद्ई,2482
इन्अ,16179
य्उव्अ,2831
ब्अन्अ,7577
व्आय्आ,965
द्इल्ल्ई,7872
ग्इफ्ट्अ,158
स्उअंद्अ,781
व्य्आव्अ,349
ह् आर्इ,163
उक्त्अ,601
आर्अ,5240
क्ष्इत्अ,1295
प्अद्ओ,998
च्अय्अ,1336
न्इत्अ,942
ह् ओक्अ,1791
ल्आभ्अ,2431
उठ्आ,3849
च्उक्ए,2635
उच्च्अ,2088
न्इव्र्त्अ,32
स्उव्इ,1943
स्अम्प्अ,486
ध्अन्आ,149
ल्ओग्ओ,13754
स्अंत्आन्अ,244
क्अत्अ,1883
न्इय्उ,1168
आध्इ,884
क्आर्इ,4236
आअंक्अ,1517
ल्एक्इ,16535
ल्ओक्अ,5466
अव्अ,5815
ध्आर्अ,1807
व्इच्आ,2775
प्उष्ट्इ,584
एय्अ,2121
र्अप्ओ,400
ब्अत्आ,17426
म्अध्य्अ,2837
प्ऊर्व्अ,5941
प्अश्च्इ,1461
य्ऊर्ओ,750
म्अर्ई,991
क्एब्अ,144
ग्अड्ब्अ,282
व्अज्अ,4395
ध्ईम्आ,115
ओव्अ,1571
ऑल्अ,470
ग्र्ओथ्अ,106
इअंड्अ,728
ट्इक्अ,1718
ह् अम्अ,14524
स्आल्आ,407
आध्आ,4391
द्अर्ज्अ,4520
प्र्अक्र्इ,1677
आग्ए,3912
स्आव्अ,785
ज्अम्आ,2464
म्एअंट्अ,1952
ज्इअंद्अ,1260
ज्आत्ई,4505
आस्आ,2104
र्इप्ओ,3272
म्आन्ए,1096
त्ईय्अ,7231
क्आर्ई,12868
व्इद्ए,2587
म्ओट्अ,721
इक्इ,253
आय्आ,4218
श्उल्क्अ,764
क्य्ओअंक्इ,4220
घ्अर्ए,934
उद्य्ओ,1471
स्उर्अ,4781
द्एन्ए,6126
ऐस्ए,6442
ब्ओर्ड्अ,1978
द्ओब्आ,560
फ्ऐस्अ,3890
ल्इय्आ,9377
ज्य्आद्आ,7235
स्अंभ्आव्अ,1346
ज्ईए,925
प्ईए,4206
व्इस्त्आ,906
क्आह् ई,305
ठ्इक्आ,426
प्आव्अ,930
स्आच्ए,9
प्आण्ई,263
व्अस्त्ई,33
घ्उस्अ,712
त्उळ्अ,10
य्एथ्ए,230
घ्अर्अ,7263
आव्अ,3545
आअंब्य्आ,6
झ्आड्अ,52
प्अड्ऊ,17
न्उक्अ,1586
स्आन्अ,1943
झ्आल्ए,452
उन्अ,28241
म्अम्म्ई,194
इय्ओ,6916
ग्इर्अ,4273
उन्ह् ए,9067
ऐक्च्अ,80
इस्ई,5277
प्र्अक्आ,5497
त्अट्अ,399
प्अट्ट्ई,219
फ्इल्इ,179
स्त्ईन्अ,181
भ्ऊम्इ,2851
म्अन्आ,2187
ज्अद्अ,353
त्य्आग्ई,118
आय्ओ,5661
घ्ओष्अ,2108
स्व्आग्अ,951
ब्अढ्ओ,701
त्अर्ई,3704
स्अव्आ,4470
घ्एर्ए,148
म्अश्अ,787
ह् ऊर्अ,555
र्इक्ई,1141
ट्ईव्ई,1509
न्इर्द्ए,2613
श्अक्अ,2209
अभ्इ,5851
न्आम्अ,9117
इए,1512
न्अव्अ,2275
म्ब्अर्अ,1222
व्अर्ष्अ,5334
आय्उ,1726
न्इध्अ,561
ह् उआ,10542
अन्य्अ,5638
ज्आन्अ,10847
म्ऊल्अ,1188
ख्अब्अ,3176
श्ईर्ष्अ,977
न्ईच्ए,1593
फ्इल्म्अ,7811
न्एत्र्ई,540
क्आस्ट्इ,56
उच्अ,169
स्अच्च्आ,429
स्व्ईक्आ,1082
उस्अ,26466
म्उझ्ए,4332
ख्उल्ए,606
द्एख्ओ,180
त्उम्अ,1538
प्अस्अंद्अ,1710
इस्ए,4704
त्उम्ह् आ,727
स्आथ्अ,27779
स्एक्स्उ,31
र्इल्ए,213
म्ऐअंन्ए,2863
अग्अ,10805
त्उम्ह् ए,415
र्ओल्अ,641
भ्अल्आ,334
म्इल्ए,4173
स्क्ऊल्ई,225
छ्आत्र्ओ,1506
म्अध्उ,605
ऐप्अ,794
ल्आअंच्अ,292
ओड्इ,284
भ्आव्अ,3198
न्आओ,1930
स्अस्त्आ,242
श्अक्त्इ,1664
श्आल्ई,331
स्अंक्एत्अ,742
व्इध्आ,6431
न्अस्अ,3371
द्एख्ए,1198
व्अह् ई,6522
म्अत्अ,5227
द्आन्अ,3403
क्एन्द्र्अ,719
द्एश्अ,12173
म्उख्अ,1033
प्ऊर्ए,2631
क्ष्एत्र्अ,6767
स्अर्व्आ,452
ध्इक्अ,664
श्आस्अ,1916
क्ईय्अ,952
क्अन्य्आ,430
प्र्आथ्अ,1015
म्इक्अ,1515
श्आल्आ,869
अत्इ,2486
र्इक्त्अ,1390
ब्ऊथ्अ,272
न्अंब्अर्अ,2028
व्ऐस्ए,1300
स्अम्ई,1366
ग्र्आम्ई,1908
च्अर्च्आ,2178
ग्आअंव्अ,5262
न्इध्इ,1485
क्एव्अ,2832
आत्ए,1532
स्अड्क्अ,1855
व्अर्ष्ओ,1097
प्उर्आ,2751
आज्अ,11406
प्अह् उ,9257
अंच्अन्ए,738
प्अक्क्आ,152
र्आस्त्आ,703
म्अह् अ,5920
प्आर्अ,1656
ग्ओर्ए,56
घ्आट्अ,743
ज्आत्आ,8702
द्ओन्ओ,6637
म्आर्ग्अ,1851
प्अक्क्ई,117
प्आई,1132
ब्आर्इ,1710
ह् ओन्ए,13644
त्अब्द्ई,152
न्अल्अ,2677
ज्अल्अ,3146
ह् अर्अ,11473
प्एय्अ,399
ब्अन्ई,1641
क्इम्ई,318
त्अय्अ,1865
प्अड्त्आ,1277
ब्इज्अ,3430
आन्ए,5554
ज्आन्ए,9115
स्ट्र्ईट्अ,140
ल्अग्अ,8766
प्अंच्आय्अ,1855
म्आध्य्अ,2005
अन्ए,1160
स्य्आओ,662
ग्उह् आ,231
ध्आन्अ,1951
य्आम्अ,96
अट्अ,1054
ण्य्आत्अ,704
आल्ए,684
ऍड्अ,81
क्अन्व्अ,70
न्अर्अ,1498
न्एश्अ,909
ट्ईआ,408
फ्ओर्अ,269
ज्ऊन्अ,1698
म्अह् ई,3490
थ्ओक्अ,164
म्अह् अंग्आ,658
ब्अढ्क्अ,577
श्अत्अ,3921
इज्आ,662
म्अह् अंग्ई,173
स्अब्ज्इ,215
प्एट्र्ओ,1106
ड्ईज्अ,703
क्ईम्अ,2765
प्इछ्अ,5662
म्आत्र्अ,1435
द्व्आर्आ,9425
म्उत्आ,3561
ब्इक्अ,3946
ख्आद्य्अ,589
प्अद्आ,1389
क्आअंग्र्ए,8302
स्अम्ए,1636
व्इप्अ,1787
प्आर्ट्इ,533
ज्उल्आ,1648
श्उर्ऊ,7094
म्ऑन्अ,102
स्ऊन्अ,480
स्अत्र्अ,1038
घ्एर्अ,273
प्र्अय्आ,2345
व्अक्त्अ,2157
प्आअंच्अ,3793
त्अम्अ,1297
स्त्अर्अ,2808
ल्इह् आ,610
म्औक्आ,1223
न्इक्अ,5306
भ्अव्इ,1215
ड्एट्इ,52
एप्अ,529
प्र्इय्अ,1061
ब्अढ्न्ए,582
स्अम्भ्आ,113
व्अन्आ,140
आस्ट्र्ए,391
म्ऐच्अ,3357
र्अन्अ,4211
आउ,1330
एक्आ,566
द्अश्अ,1160
ढ्एर्अ,295
अक्स्अ,809
स्उन्आ,1529
ह् ओग्आ,8314
ख्उश्अ,1359
ज्आय्ए,2325
ल्अत्आ,1944
ब्आत्अ,13217
न्इष्प्अ,155
स्अंस्थ्आए,63
च्अल्अ,9089
न्य्ऊन्अ,442
श्अर्त्ए,153
त्अभ्ई,1121
व्य्अक्त्इ,4080
स्व्अर्आ,353
उस्ए,6648
ल्अग्ए,3191
ज्ईव्अ,4358
भ्अर्अ,5178
ह् ओन्आ,2611
श्य्अक्अ,1873
श्अर्त्अ,325
स्प्अर्ध्आ,352
म्अस्अ,945
ऊप्अ,1970
उछ्आ,204
ह् ओत्आ,8606
ज्उड्ए,1615
म्उख्य्अ,8434
द्इख्आ,4049
ध्ईर्ए,1188
य्अह् ई,2898
ह् आव्ई,115
फ्इर्अ,9002
ऐस्आ,5439
स्ओच्अ,2015
ग्अल्अ,2567
आअंत्अ,775
र्इक्अ,3099
स्अंभ्अव्अ,1057
द्इख्अ,1616
द्अल्अ,2170
ह् ईन्अ,418
ब्आर्ए,5521
ग्आअंध्ई,3715
स्उझ्आ,575
स्अंव्ऐध्आ,175
उम्म्ई,3781
द्अव्आ,3123
न्इर्द्अ,239
ल्ईय्अ,212
छ्ऊट्अ,837
द्अब्अ,378
ब्आव्अ,1790
ज्ऊद्अ,1654
ब्अह् उ,9629
व्इज्अ,2163
क्इस्ई,11712
प्आर्ट्ई,6925
च्इह् न्अ,133
य्अद्इ,3156
ल्अड्न्ए,442
अन्इ,1880
व्आर्य्अ,460
म्आह् औ,757
ब्अद्अ,6502
क्ऑर्अ,214
प्ओर्ए,322
त्अर्ज्अ,195
क्आम्अ,11253
ब्र्आअंड्अ,415
अब्अ,13269
ब्इल्ड्इ,191
ब्आज्आ,3460
श्इक्ष्इ,221
ल्ओग्अ,8214
स्आम्आ,3502
ब्एच्अ,974
द्उष्प्र्अ,107
त्व्अप्ऊ,1458
क्अम्आ,2258
क्अंप्अन्ई,4917
औप्अ,278
च्आर्इ,1785
त्और्अ,3432
उत्त्अ,4909
र्अद्आ,89
य्इत्व्अ,36
स्अंस्अद्अ,1070
व्इर्ओ,3605
ब्ओल्अ,1955
व्आर्ओ,477
व्अर्च्अ,116
आज्ई,235
व्अन्अ,2843
स्अह् ई,2220
म्आय्अ,568
प्र्अण्अ,316
द्इग्ग्अ,463
ह् उस्ऐ,331
आब्आ,1086
एस्अ,5814
प्ईओ,250
म्अन्ओ,1920
ल्आप्अ,784
ज्अन्ओ,1081
प्उल्इ,12616
श्अव्अ,1162
द्एख्अ,8523
ह् अत्य्आ,3159
फ्एअंक्आ,94
क्अब्ज्ए,353
प्ओस्ट्अ,2017
म्आर्ट्अ,440
भ्एज्अ,1531
स्एर्ए,105
क्आर्ट्ऊ,91
न्आइ,511
ह् एर्अ,80
स्अन्अ,3973
ब्अच्आ,2522
क्ऐर्ई,87
च्अर्अ,2426
छ्आप्आ,248
क्ऐअंस्अ,669
र्ओग्ई,176
र्ओग्अ,758
प्र्आर्अंभ्इ,191
द्अश्आ,244
म्आह् अ,1507
च्ऊल्ह् अ,56
प्अक्आ,201
भ्ओज्अ,1147
स्आम्अ,7090
ख्आन्अ,3244
प्र्अथ्अ,954
आह् आ,342
स्इर्फ्अ,3281
अअंग्अ,529
ऊर्अ,481
फ्अल्ओ,160
प्अश्च्आ,335
फ्अल्अ,1932
अल्आ,3997
ट्अम्आ,197
म्औस्अ,1356
ब्आद्आ,122
क्आज्ऊ,56
प्ऊर्आ,3301
आर्आ,1170
य्आल्अ,198
र्उप्अ,6681
च्ऐन्अ,1216
व्एब्अ,1454
त्आर्अ,3127
क्ऑल्ए,1210
क्अल्आ,2022
व्इज्ञ्आ,1544
ब्ईए,1429
स्अस्ई,169
क्ऑम्अ,1003
ब्ईब्ई,380
त्आल्इ,276
म्आर्च्अ,1752
अप्र्ऐ,1521
ब्आब्आ,1142
स्आह् ए,252
अम्ब्ए,122
ड्अक्अ,474
ओप्अ,890
य्ऊन्इ,1928
व्अर्स्इ,667
ल्ईड्अ,305
ऑन्अ,1697
म्ओड्अ,254
ट्आइ,1656
ट्एब्अ,313
प्र्अच्आ,1180
न्इज्ई,1438
ग्ऐर्अ,1243
प्एज्अ,538
द्इन्आ,235
प्अत्र्अ,5228
ड्आउ,873
न्अल्ओ,743
प्र्आध्इ,429
स्ईध्ए,801
क्अन्ए,720
फ्एस्अ,1084
ड्ईए,2159
स्अंग्अठ्अ,2130
भ्आग्अ,2769
स्अर्व्अ,1884
श्र्एष्ठ्अ,660
स्क्ओर्अ,595
न्आथ्अ,1907
ऊर्आ,115
ग्ओड्अ,88
प्अक्अ,2618
म्उक्अ,907
द्अम्आ,477
म्औत्अ,3217
स्अज्आ,1384
व्इभ्आ,5643
व्इज्ए,614
क्र्अम्अ,4754
त्अथ्आ,7026
र्उप्ए,3898
न्अक्अ,2586
इन्आ,335
प्उट्अ,231
व्इश्आ,664
स्अक्स्ए,113
प्अढ्ए,1903
न्इर्व्आ,814
अस्ए,534
अंब्अल्ई,79
क्अल्अ,4950
ब्ऐठ्ए,1002
स्इय्आ,825
स्अत्अ,2085
ब्अन्ए,2624
इम्अ,1312
र्आन्अ,774
फ्अत्अ,123
म्आन्ई,624
एन्अ,3802
प्र्अम्उ,2821
श्आह् अ,2577
श्अर्ई,2182
ग्अठ्अ,1826
ब्अंध्अन्अ,1397
द्अर्आ,334
त्अह् अ,4413
इअंस्आ,892
अध्य्अ,5944
अम्इ,1642
त्आभ्अ,444
क्आअंत्अ,231
ग्र्आह् अ,970
म्ओब्आ,1766
इल्अ,3391
ड्आट्आ,363
प्श्अन्अ,170
फ्ईस्अ,3954
प्र्अद्ए,8990
ग्अड्ढ्अ,46
म्उक्त्अ,900
ह् एत्उ,851
म्अर्अ,1538
म्म्अत्अ,190
ग्उण्अ,1025
व्अत्त्आ,495
श्ईघ्र्अ,445
क्अंप्य्ऊट्अ,517
र्इत्अ,2094
अक्ट्ऊ,1138
ब्अर्अ,5266
स्आर्ए,1209
इफ्अ,186
ब्ऊझ्अ,217
अक्ए,719
क्अह् ई,3121
ब्आह् अ,4179
ज्आन्आ,2613
य्आत्र्आ,2216
प्अड्ए,1844
न्औक्अ,1787
घ्अब्अ,234
ह् अट्अ,836
च्एन्न्ई,493
प्ऐस्ए,1434
ल्ईट्अ,628
क्अम्ई,1985
ज्आत्इ,1493
ग्अत्अ,1893
ह् इस्आ,924
एक्ट्अ,956
स्अंश्ओध्अ,596
द्आअंव्अ,168
ब्ईज्ए,2718
फ्आय्अ,2332
द्इक्क्अ,516
त्ईय्ओ,257
ब्ऐअंक्अ,3513
ख्आत्ए,827
भ्अग्अ,5083
ल्एन्अ,512
द्एन्अ,425
क्इस्अ,1882
न्इव्ए,2196
ग्अत्इ,1513
व्इध्इ,1288
म्उश्क्इ,1356
स्अंभ्आव्इ,255
स्अह् अ,5119
य्ओग्ई,1811
अग्र्इ,157
ज्र्ऊर्अ,479
स्औद्आ,254
स्ईम्आ,1964
झ्औत्ए,464
च्उन्ए,494
म्आत्र्आ,892
ब्य्आज्अ,485
भ्उग्अ,1163
त्आन्अ,1403
य्आद्अ,4636
र्अख्ए,1773
क्अभ्ई,3957
न्इर्ण्अ,1556
ल्एन्ए,2846
प्एश्ए,343
व्अर्ओ,214
अच्छ्ई,2006
त्औल्अ,34
व्ईस्ई,118
एच्अ,1372
म्ऑड्अ,1061
एफ्अ,1356
य्ऊज्अ,1012
अस्अ,4973
ब्आल्अ,2331
व्इक्आ,4847
क्अर्ओ,6657
ह् इअंद्ऊ,823
ब्आअंग्ल्आ,715
न्आग्अ,2686
क्एअंद्र्अ,3099
ब्ईआ,615
ज्आअंच्अ,4233
स्अर्आ,1066
स्आय्ई,72
म्अन्ई,793
क्आक्आ,82
स्ओन्ए,745
ग्र्आम्अ,2536
च्आअंद्ई,302
प्आय्अ,722
ब्इछ्अ,78
ल्अब्ध्अ,2023
क्इस्आ,3773
क्ष्एत्र्ओ,1341
ख्अन्इ,124
म्आइ,879
म्इन्अ,2087
र्अल्अ,1855
ल्आव्अ,1665
ज्ओध्अ,219
प्उर्अ,7662
स्अंभ्आग्अ,139
स्आअंप्अ,207
क्आट्अ,918
घ्आय्अ,1729
म्अथ्उ,192
द्आस्अ,1203
म्आथ्उ,80
अस्प्अ,2673
त्आल्अ,2932
फ्अर्अ,2289
ब्अर्ए,338
क्ओह् अ,1338
ऑर्अ,98
श्एर्अ,575
ऑफ्इ,977
ब्ऐठ्आ,432
व्अह् आ,3994
आठ्अ,1409
ह् आथ्अ,2561
द्ऊर्अ,3713
क्अठ्अ,123
फ्ओड्अ,86
ब्अड्आ,3230
आल्ऊ,237
ख्आर्अ,144
स्क्इन्अ,221
म्अस्आ,337
क्र्आअंत्इ,476
द्ऊत्अ,296
आज्आ,1127
द्र्अह् अ,37
द्इन्अ,10626
स्उब्अ,2704
ब्अज्ए,2705
र्आत्र्इ,592
प्र्अश्आ,2812
प्ओळ्अ,7
ख्आस्ई,159
म्इश्ए,99
य्ऊए,398
व्अर्अ,4941
ज्ईव्अंत्अ,68
म्अज्अ,3465
ब्ऊत्अ,1400
ह् इल्ए,74
द्र्ष्ट्इक्ओ,197
र्इप्अ,154
ब्ल्इक्अ,85
क्ऐअंड्इ,80
ड्एट्अ,715
न्इर्आ,747
द्ओस्त्अ,727
य्ओग्य्अ,818
म्इल्आ,3981
प्ऊर्ई,4428
क्अढ्अ,10
आह् ई,24
क्इन्आ,665
द्ऊध्अ,908
ह् अट्आ,1484
ल्अघ्उ,342
स्अत्य्अ,818
न्आर्आ,1668
य्अण्अ,858
अग्र्अ,1041
व्आल्अ,1869
स्अप्ई,595
स्ईई,284
ईड्ई,247
एम्ए,961
र्आक्ए,466
एअंड्अ,1192
द्उब्ए,190
स्उर्ए,861
आन्ई,555
क्उल्अ,3937
क्अर्ण्ई,63
एस्ए,1242
ब्इद्अ,40
आद्इ,4369
ख्ओल्अ,1048
क्आय्अ,869
श्अर्त्ओ,165
ब्ईच्अ,6955
म्अत्इ,1432
क्ओर्ट्अ,4155
म्अंज्ऊर्ई,689
द्एत्आ,1648
द्ऊर्ई,744
त्अव्अ,276
ब्इस्त्अ,176
न्ओट्अ,1350
च्ईन्ई,875
भ्आष्आ,2098
ल्इख्आ,2114
व्अर्उ,234
ध्अर्म्अ,2964
न्ईत्अ,238
च्ओट्अ,597
क्अर्इ,792
च्उन्अ,568
र्अच्अ,1052
न्आत्म्अ,291
ग्उण्ओ,111
न्इख्आ,87
व्इष्अ,1935
ख्ईर्अ,169
स्एह् अ,449
स्व्आद्अ,222
म्एल्अ,998
ब्अढ्ए,655
म्आत्अ,452
च्उक्अ,111
न्द्अर्अ,89
ल्आद्अ,261
श्आम्इ,5151
र्अक्त्अ,579
ब्अल्क्इ,2424
स्आफ्अ,1727
ल्आभ्आ,252
र्थ्इय्ओ,771
ह् एन्अ,15
च्ऊत्अ,445
ख्ऊन्अ,593
ब्आथ्अ,150
र्ऊम्अ,668
ह् इअंद्ई,1453
स्एक्स्अ,961
ह् अथ्अ,253
एल्ई,286
ख्उज्अ,61
प्ऐस्आ,942
व्आज्ए,252
ल्एत्आ,474
य्आह् ऊ,35
स्आख्अ,186
व्आप्अ,2393
ग्ऊग्अ,493
ब्इअंग्अ,38
द्एअंग्ए,950
स्ओम्अ,2307
ईय्अ,2286
ब्इग्अ,1017
एम्अ,3401
अच्आ,867
ख्अज्आ,120
स्उध्आ,1729
च्अक्क्आ,43
एग्आ,1204
आद्अ,2800
न्ऐश्अ,125
स्ट्ऑक्अ,343
एन्ए,1011
न्इफ्ट्ई,278
अअंक्अ,1363
भ्ऊग्ओ,34
स्अद्अ,4701
ध्अर्अ,1685
झ्अन्ए,388
व्इक्अ,2772
स्इत्अ,1143
म्उअंब्ई,2619
इअंड्इ,3924
स्ओर्स्अ,99
स्एअंट्अ,881
क्अम्प्य्ऊ,186
स्अंध्आन्अ,350
ह् इन्द्ई,824
भ्अंड्आर्अ,303
व्अर्ड्अ,349
न्एट्अ,1395
व्इश्व्अ,4297
ज्ओड्आ,286
द्इश्आ,1443
ग्अर्अ,2443
उट्अ,251
स्प्ऑट्अ,148
