item,frequency
म्उक्आ,2070
ब्अल्ए,1319
द्ऊस्अ,8016
त्उल्अ,1280
आश्अ,118
छ्ओट्ए,1501
ह् आल्अ,4803
स्थ्आप्इ,1105
स्आय्ओ,27
र्ऐअंक्इ,296
ब्ऊस्ट्अ,36
स्एव्आ,3417
उल्ल्ए,896
ख्अन्ई,536
व्य्आप्अ,594
क्अम्अ,10395
प्र्अत्इ,13989
स्प्अर्ध्ई,79
ट्र्ऐफ्इ,300
आक्अ,1933
र्ष्इत्अ,311
ज्ईआ,168
ईस्ई,374
ज्ईज्ई,15
आई,10549
श्इक्ष्अ,1729
ब्य्और्आ,79
त्ऐय्आ,4535
क्अर्आ,7438
क्औन्अ,1390
क्अब्अ,801
र्इट्आ,310
य्अर्अ,3100
र्अह् आ,19016
ज्अव्आ,4536
ब्इल्क्उ,587
म्उद्द्आ,598
ख्आन्आ,951
द्और्आ,7901
स्क्ऊल्अ,3065
ल्अग्ई,2259
आग्अ,1977
स्अंप्अत्त्इ,931
स्व्आह् आ,13
य्ऊक्र्ए,62
प्र्अध्आ,5943
न्अम्अंत्र्ई,4133
ओल्ए,27
ह् ओन्च्आ,1
र्उक्अ,547
श्उक्र्अ,2076
व्आर्अ,17262
र्आष्ट्र्अ,5233
प्अत्इ,4691
व्अल्ओ,17
ड्इम्इ,2
ज्एल्ए,8
इस्त्ई,746
स्औअंप्अ,478
क्आर्ए,280
र्आज्अ,15044
न्ईत्इ,6383
द्अल्ओ,844
ह् ओत्ई,5946
ह् इत्अ,1492
क्ओई,12952
य्ओज्अ,6178
च्अल्आ,3901
ज्इन्अ,3860
व्आय्अ,1574
ह् ओत्ए,4296
ब्आद्अ,24574
इअंट्अ,2278
र्अन्ए,2350
श्अन्अ,4637
ज्आर्ई,5064
र्एस्अ,395
ज्अह् आ,5166
ज्ऐक्अ,191
ल्ईन्अ,681
फ्अर्न्आ,79
अंड्ईज्अ,397
प्ओल्अ,314
ड्आअंस्अ,604
अद्आ,2270
त्अड़्अ,76
ल्अग्आ,15636
न्अज्अ,4276
आए,4559
स्व्अद्ए,148
फ्आइ,2393
ज्एट्अ,734
त्एज्अ,2147
ल्आइ,4758
क्ऑम्ब्ए,4
ह् एल्ई,256
क्ऑप्ट्अ,240
एल्अ,1128
स्ईए,2757
स्ट्आर्अ,958
फ्ऑम्अ,3
ब्अल्अ,2404
द्एव्अ,3023
स्ऊब्ए,197
द्आर्अ,5414
म्एज्अ,468
ब्र्अह् म्ऊ,1
क्अह् आ,33073
स्ईत्आ,467
र्आम्अ,6228
भ्आर्अ,21840
द्व्आज्अ,210
प्अड्ओ,417
व्अर्त्अ,1858
म्आन्अ,12287
प्उस्त्अ,738
अभ्ई,4452
र्ऐन्अ,64
ब्अस्ए,374
क्अक्ष्अ,318
र्अख्ई,1023
ह् उई,9791
स्अंज्अय्अ,1091
क्इश्अ,282
ज्ओग्ए,24
म्ओह् अ,2647
भ्अव्अ,2144
द्अर्अ,4529
ब्आर्अ,12302
ह् ऑल्अ,203
स्अम्आ,9864
र्ओह् अ,1797
प्आल्अ,3909
ज्अग्अ,4988
द्ईश्अ,224
म्उख्ई,152
प्अद्अ,3615
ग्ओप्अ,173
न्ईय्अ,714
श्अप्अ,622
द्इल्आ,1330
र्अह् ई,18350
व्इव्आ,2849
म्आम्अ,10090
ज्इस्अ,16431
ब्अच्अ,1794
च्आह् अ,4845
ट्ऑय्अ,109
ल्एट्अ,865
क्अथ्आ,770
ब्इल्आ,404
स्अप्उ,336
ल्अड्क्ई,1072
श्आद्ई,2498
इन्अ,14650
य्उव्अ,2835
ब्अन्अ,7335
व्आय्आ,1022
द्इल्ल्ई,8120
ग्इफ्ट्अ,146
स्अम्ऐ,28
स्उअंद्अ,775
स्अब्ऐ,2
र्ऊप्उ,3
क्उर्ऊ,43
क्ओइ,45
व्य्आव्अ,371
ह् आर्इ,192
प्अक्ष्अ,1689
उक्त्अ,598
आर्अ,3581
क्ष्इत्अ,1352
प्अद्ओ,1059
च्अय्अ,1351
न्इत्अ,931
ह् ओक्अ,1795
ल्आभ्अ,2340
उठ्आ,3853
च्उक्ए,2636
उच्च्अ,2057
न्इव्र्त्अ,33
स्उव्इ,1961
स्अम्प्अ,514
ध्अन्आ,214
ल्ओग्ओ,13749
स्अंत्आन्ए,19
क्अत्अ,1709
न्इय्उ,1195
आध्इ,545
क्आर्इ,4537
आअंक्अ,1220
ल्एक्इ,16450
ल्ओक्अ,5227
अव्अ,5689
ध्आर्अ,1464
व्इच्आ,2757
प्उष्ट्इ,594
एय्अ,1722
र्अप्ओ,453
ब्अत्आ,17445
त्अम्अ,999
ध्य्अप्ऊ,1
र्व्अप्अ,1
श्च्इम्ई,21
य्ऊर्ओ,749
म्अर्ई,1003
क्एब्अ,155
ग्अड्ब्अ,230
व्अज्अ,4362
ध्ईम्आ,115
ओव्अ,1474
र्ऑल्अ,25
ग्र्ओथ्अ,108
अच्छ्ई,2093
इअंड्अ,704
व्अर्ट्इ,17
क्अल्अ,4669
ह् अम्अ,14228
स्आल्आ,442
आध्आ,4239
द्अर्ज्अ,4458
प्र्अक्र्इ,1673
आग्ए,3912
ब्अढ़्आ,837
स्आव्अ,761
ज्अम्आ,2463
म्एअंट्अ,1635
ज्इअंद्अ,1174
ज्आत्ई,4462
आस्आ,1987
र्इप्ओ,3310
म्आन्ए,1209
त्ईय्अ,7288
क्आर्ई,12735
व्इद्ए,2604
म्ओट्अ,725
इक्इ,266
आय्आ,3796
श्उल्क्अ,702
क्य्ओअंक्इ,4338
घ्अर्ए,964
उद्य्ओ,1468
स्उर्अ,4525
द्एन्ए,6132
ऐस्ए,6420
ब्ओर्ड्अ,1878
द्ओब्आ,568
फ्ऐस्अ,3881
ल्इय्आ,9546
ज्य्आद्आ,7355
स्अंभ्आव्अ,1355
ज्ईए,1052
स्अप्ई,752
व्इस्त्आ,926
क्आह् ई,307
ठ्इक्आ,432
प्आव्अ,911
स्आच्ए,17
प्आण्ई,269
व्अस्त्ई,18
घ्उस्अ,663
त्उळ्अ,11
य्एथ्ए,230
घ्अर्आ,210
व्अर्अ,4075
आअंब्य्आ,6
झ्आड्अ,15
प्अड्ऊ,18
न्उक्अ,1583
स्आन्अ,1800
झ्आल्ए,452
उन्अ,27685
म्अम्म्ई,228
स्ईढ्इ,77
ग्इर्अ,4179
उन्ह् ए,9326
फ्र्ऐक्च्अ,31
इस्ई,5264
प्र्अक्आ,5467
प्अश्च्इ,1409
त्अट्अ,374
प्अट्ट्ई,206
फ्इल्इ,216
स्त्ईन्इ,30
भ्ऊम्इ,2837
म्अन्आ,2295
ज्अद्अ,384
क्एस्ई,88
त्य्आग्ई,125
आय्ओ,5666
घ्ओष्अ,2064
स्व्आग्अ,972
ब्अढ्ओ,600
त्अर्ई,3687
स्अव्आ,4599
घ्एर्ए,150
म्अश्अ,780
ह् ऊर्अ,534
र्इक्ई,1150
ट्ईव्ई,1495
न्इर्द्ए,2576
श्अक्अ,2139
अभ्इ,5831
न्आम्अ,8830
इए,173
न्अव्अ,2147
म्ब्अर्अ,1119
व्अर्ष्अ,5264
आय्उ,1623
न्इध्अ,550
ह् उआ,10439
अन्य्अ,5722
ज्आन्अ,10587
म्ऊल्अ,1042
ख्अब्अ,3147
श्ईर्ष्अ,961
न्ईच्ए,1604
फ्इल्म्अ,7632
न्एत्र्ई,575
क्आस्ट्इ,73
क्आउ,755
स्अच्च्आ,449
स्व्ईक्आ,1107
उस्अ,26199
म्उझ्ए,4318
ख्उल्ए,616
द्एख्ओ,205
त्उम्अ,1492
प्अस्अंद्अ,1672
इस्ए,4662
त्उम्ह् आ,751
स्आथ्अ,27576
स्एक्स्उ,35
र्इल्ए,253
म्ऐअंन्ए,2858
अग्अ,10740
त्उम्ह् ए,428
र्ओल्अ,547
भ्अल्आ,342
ब्उर्आ,652
म्इल्ए,4188
स्क्ऊल्ई,233
छ्आत्र्ओ,1530
म्अध्उ,596
ल्आअंच्अ,274
ओड्इ,303
भ्आव्अ,2794
न्आओ,2264
ह् आर्अ,2541
स्अस्त्आ,254
श्अक्त्इ,1641
श्आल्ई,333
स्अंक्एत्अ,734
व्इध्आ,6456
न्अस्अ,3382
द्एख्ए,1251
व्अह् ई,6570
म्अत्अ,5118
द्आन्अ,3171
क्एन्द्र्अ,721
क्एड्ई,36
द्एश्अ,11918
म्उख्अ,846
प्ऊर्ए,2651
क्ष्एत्र्अ,6646
स्अर्व्आ,549
ध्इक्अ,740
श्आस्अ,1864
क्ईय्अ,1092
क्अन्य्आ,419
प्र्आथ्अ,1028
म्इक्अ,1422
श्आल्आ,799
अत्इ,2505
र्इक्त्अ,1432
ह् एट्ई,3
ब्ऊथ्अ,225
न्अंब्अर्अ,1963
व्ऐस्ए,1291
स्अम्ई,1393
ग्र्आम्ई,1947
च्अर्च्आ,2174
ग्आअंव्अ,5092
न्इध्इ,1472
क्एव्अ,2887
आत्ए,1440
स्अड्क्अ,1331
व्अर्ष्ओ,1101
प्उर्आ,2648
आज्अ,11116
प्अह् उ,9273
अंच्अन्ए,742
प्अक्क्आ,153
र्आस्त्आ,719
म्अह् अ,5556
क्एप्आ,9
ग्ओर्ए,74
घ्आट्अ,608
क्अन्ह् अ,1
ड्अग्आ,11
ज्आत्आ,8710
द्ओन्ओ,6630
म्आर्ग्अ,1621
प्अक्क्ई,118
प्आई,1125
ब्आर्इ,1746
ह् ओन्ए,13643
क्ईच्अ,82
त्अब्द्ई,154
न्अल्अ,2728
ज्अल्अ,2782
ह् अर्अ,10380
प्एय्अ,384
ब्अन्ई,1682
क्इम्ई,344
त्अय्अ,1851
प्अड्त्आ,888
ब्इज्अ,3298
आन्ए,4431
ज्आन्ए,9087
स्ट्र्ईट्अ,152
प्अंच्आय्अ,1869
म्आध्य्अ,2045
अन्ए,1185
स्य्आओ,697
ग्उह् आ,233
ध्आन्अ,1909
य्आम्अ,131
अट्अ,1025
ण्य्आत्अ,710
आल्ए,621
अऍ,93
क्अन्व्ए,45
न्अर्अ,1440
न्एश्अ,1042
ट्ईआ,468
फ्ओर्अ,240
ज्ऊन्अ,1621
म्अह् ई,3496
थ्ओक्अ,165
म्अह् अंग्आ,683
ब्अढ्क्अ,452
श्अत्अ,3903
इज्आ,681
म्अह् अंग्ई,182
स्अब्ज्इ,243
प्एट्र्ओ,1116
ड्ईज्अ,599
क्ईम्अ,2843
प्इछ्अ,5658
म्आत्र्अ,1400
द्व्आर्आ,9403
म्उत्आ,3601
ब्इक्अ,3764
ख्आद्य्अ,566
प्अद्आ,1395
क्आअंग्र्ए,8270
स्अम्ए,1693
व्इप्अ,1866
प्आर्ट्इ,597
ज्उल्आ,1666
श्उर्ऊ,7110
म्ऑन्अ,113
स्ऊन्अ,463
स्अत्र्अ,995
घ्एर्अ,263
प्र्अय्आ,2362
व्अक्त्अ,2109
प्आअंच्अ,3656
स्त्अर्अ,2813
ल्इह् आ,613
म्औक्आ,1252
न्इक्अ,5189
भ्अव्इ,1249
ड्एट्इ,59
एप्स्अ,59
प्र्इय्अ,999
ब्अढ़्अ,1287
स्अम्भ्आ,118
व्अन्आ,264
आस्ट्र्ए,420
म्ऐच्अ,3311
र्अन्अ,4103
आउ,922
एक्आ,727
द्अश्अ,1122
ढ्एर्अ,298
अक्स्अ,852
स्उन्आ,1535
ह् ओग्आ,8318
ख्उश्अ,1225
ज्आय्ए,2327
ल्अत्आ,2261
ब्आत्अ,13073
स्अंस्थ्आए,74
च्अल्अ,8843
न्य्ऊन्अ,456
श्अर्त्ए,107
य्अथ्ए,4
त्अभ्ई,1130
व्य्अक्त्इ,4209
स्व्अर्आ,372
उस्ए,6609
ल्अग्ए,3196
ज्ईव्अ,4186
भ्अर्अ,4738
ह् ओन्आ,2615
आव्अ,2215
श्य्अक्अ,1935
श्अर्त्अ,288
स्प्अर्ध्आ,360
फ्अंस्अक्अ,17
म्अस्अ,877
ऊप्अ,1964
उछ्आ,207
ल्अन्ए,1682
ह् ओत्आ,8609
ज्उड़्ए,365
म्उख्य्अ,8537
द्इख्आ,4072
ध्ईर्ए,1188
य्अह् ई,2921
ह् आव्ई,118
फ्इर्अ,8629
ऐस्आ,5430
स्ओच्अ,1866
ग्अल्अ,2154
आअंत्अ,325
र्इक्अ,2840
स्अंभ्अव्अ,1046
द्इख्अ,1564
द्अल्अ,1974
व्इह् ई,54
ब्आर्ए,5528
ग्आअंध्ई,3701
स्उझ्आ,576
व्इम्अ,293
स्अंव्ऐध्आ,183
उम्म्ई,3905
द्अव्आ,3219
न्इर्द्अ,226
ल्ईय्अ,251
छ्ऊट्अ,773
द्अब्अ,218
द्अब्ए,89
ब्आव्अ,1756
ज्ऊद्अ,1647
ब्अह् उ,9574
व्इज्अ,1981
क्इस्ई,11696
प्आर्ट्ई,6917
च्इह् न्अ,84
य्अद्इ,3143
ल्अड़्अ,1273
अन्इ,1995
व्आर्य्अ,461
स्एक्अ,69
म्आह् औ,761
ब्अद्अ,6380
क्ऑर्अ,227
प्ओर्ए,339
त्अर्ज्अ,192
क्आम्अ,11002
ब्र्आअंड्अ,334
अब्अ,13001
ब्इल्ड्इ,203
ब्आज्आ,3377
श्इक्ष्इ,197
ल्ओग्अ,8110
स्आम्आ,3529
ब्एच्अ,925
द्उष्प्र्अ,107
त्व्अप्ऊ,1503
क्अम्आ,2363
क्अंप्अन्ई,4906
स्ईइ,17
औप्अ,283
च्आर्इ,1949
त्और्अ,3397
उत्त्अ,4992
र्अद्आ,252
य्इत्व्अ,37
स्अंस्अद्अ,1069
व्इर्ओ,3547
ब्ओल्अ,1756
व्आर्ओ,511
व्अर्च्अ,123
आज्ई,184
व्अन्अ,2584
स्अह् ई,2228
म्आय्अ,523
प्र्अण्अ,260
द्इग्ग्अ,471
ह् उस्ऐ,337
न्आब्आ,847
एस्अ,4129
ड्ईप्ई,224
म्अन्ओ,1974
ल्आप्अ,753
ज्अन्ओ,1096
प्उल्इ,12701
श्अव्अ,1053
द्एख्अ,8269
ह् अत्य्आ,3190
फ्एअंक्आ,94
क्अब्ज्ए,362
प्ओस्ट्अ,2014
म्आर्ट्अ,357
भ्एज्अ,1476
स्एर्ए,113
क्आर्ट्ऊ,95
न्आइ,707
ह् एर्आ,87
स्अन्अ,3863
ब्अच्आ,2554
क्ऐर्ई,90
क्एच्अ,17
छ्आप्आ,249
क्ऐअंस्अ,621
र्ओग्ई,183
र्ओग्अ,664
प्र्आर्अंभ्इ,195
द्अश्आ,242
म्आह् अ,1428
च्ऊल्ह् ए,30
प्अक्आ,256
भ्ओज्अ,1117
स्आम्अ,6887
ख्आन्ई,67
प्र्अथ्अ,967
आह् आ,361
स्इर्फ्अ,3077
अअंग्ऊ,194
फ्अल्ओ,175
प्अश्च्आ,345
फ्अल्आ,80
अल्आ,4123
ट्अम्आ,191
स्अंत्अर्आ,34
म्औस्अ,1276
ब्आद्आ,126
क्आज्ऊ,59
प्ऊर्आ,3292
आर्आ,928
ज्अब्य्आ,1
र्उप्अ,6529
च्ऐन्अ,1183
व्एब्अ,1467
त्आर्अ,2959
क्ऑल्ए,1253
क्अल्आ,2073
व्इज्ञ्आ,1513
ब्ईए,1564
स्अस्ई,276
ब्ईक्ऑ,33
ब्ईब्ई,405
ओय्ऊ,4
त्आल्इ,343
म्आर्च्अ,1740
अप्र्ऐ,1549
ब्आब्आ,1145
स्आह् ए,258
अम्ब्ए,133
ड्अक्अ,495
ओप्अ,663
य्ऊन्इ,1938
व्अर्स्इ,727
ल्ईड्अ,361
ऑन्अ,1431
म्ओड्अ,205
ट्आइ,1719
ट्एब्अ,339
प्र्अच्आ,1181
न्इज्ई,1468
ग्ऐर्अ,1111
प्ऊर्व्अ,5743
अल्प्अ,502
स्अंख्य्अक्अ,308
प्एज्अ,485
द्इन्आ,309
प्अत्र्अ,4886
ड्आउ,865
न्अल्ओ,784
प्र्आध्इ,438
स्ईध्ए,842
क्अन्ए,846
र्अफ्ए,81
प्ईड्ई,198
एफ्अ,941
स्अंग्अठ्अ,2150
भ्आग्अ,2522
स्अर्व्अ,1635
श्र्एष्ठ्अ,649
स्क्ओर्अ,624
न्आथ्ऊ,43
ग्ओड्अ,79
प्अक्अ,2468
म्उक्अ,829
द्अम्आ,516
म्औत्अ,3101
स्अज्आ,1360
व्इभ्आ,5639
व्इज्ए,671
त्आओ,1225
क्र्अम्अ,4504
त्अथ्आ,7033
र्उप्ए,3925
न्अक्अ,2689
इन्आ,290
प्उट्अ,164
व्इश्आ,695
स्अक्स्ए,152
न्आय्ए,125
प्अढ्ए,1454
न्इर्व्आ,809
च्इत्अ,653
अस्ए,533
अंब्अल्ई,64
ब्ऐठ्ए,1065
स्इय्आ,779
स्अत्अ,1983
ब्अन्ए,2631
इम्अ,825
र्आन्अ,729
ख्आन्अ,3034
फ्अत्अ,121
म्आन्ई,655
प्ईए,3994
म्एल्अ,684
एन्अ,2468
प्र्अम्उ,2807
श्आह् अ,2469
श्अर्ई,2187
ग्अठ्अ,1803
ब्अंध्अन्अ,1316
द्अर्आ,368
त्अह् अ,4426
र्ईक्अ,241
एइ,62
अंस्आफ्अ,29
अध्य्अ,6022
अम्इ,1685
त्आभ्अ,459
क्आअंत्अ,239
ग्र्आह् अ,956
म्ओब्आ,1763
इल्अ,2305
ड्आट्आ,361
क्अंज्म्अप्श्अ,1
फ्ईस्अ,3951
प्र्अद्ए,8993
म्आर्ग्ओ,152
ग्अड्ढ्आ,22
म्उक्त्अ,835
ह् एत्उ,858
म्अर्अ,1167
म्म्अत्अ,186
ग्उण्अ,893
व्अत्त्आ,509
श्ईघ्र्अ,436
क्अंप्य्ऊट्अ,532
र्इत्अ,2160
अक्ट्ऊ,1215
ब्अर्अ,4849
स्आर्ए,1203
व्आक्इ,79
ब्ऊझ्अ,206
अक्ए,744
क्अह् ई,3105
ब्आह् अ,4034
ज्आन्आ,2585
य्आत्र्आ,2254
प्अड्ए,1429
न्औक्अ,1781
घ्अब्अ,241
र्आह् अ,2041
च्एन्न्ई,533
प्ऐस्ए,1444
ल्ईट्अ,557
क्अम्ई,1982
ज्आत्इ,1456
ग्अत्अ,1729
ह् इस्आ,937
म्अध्य्अ,2796
स्अट्ई,1016
एक्ट्अ,831
स्अंश्ओध्अ,617
द्आअंव्अ,174
ब्ईज्ए,2723
फ्आय्अ,2417
द्इक्क्अ,525
त्ईय्ओ,264
ब्ऐअंक्अ,3352
ख्आत्ए,820
भ्अग्अ,5034
ल्एन्अ,468
द्एन्अ,421
क्इस्अ,1964
स्आय्अ,600
न्इव्ए,2201
ग्अत्इ,1499
व्इध्इ,1295
म्उश्क्इ,1345
स्अंभ्आव्इ,260
स्अह् अ,4873
य्ओग्ई,1817
अग्र्इ,168
ज्र्ऊर्अ,293
स्औद्आ,269
स्ईम्आ,1881
झ्औत्ए,467
च्उन्ए,525
म्आत्र्आ,910
ब्य्आज्अ,510
भ्उग्अ,1165
त्आन्अ,1164
य्आद्अ,4585
र्अख्ए,1786
क्अभ्ई,3941
ह् ईन्अ,242
न्इर्ण्अ,1550
ल्एन्ए,2850
प्एश्ए,361
व्अर्ओ,275
त्औल्अ,40
व्ईस्ई,90
एच्अ,870
म्ऑड्अ,1066
ह् ऐअंड्र्आ,1
इल्स्अ,10
य्ऊज्अ,825
अस्अ,4909
ब्आल्अ,1905
व्इक्आ,4851
स्क्ईम्अ,289
क्अर्ओ,6817
ह् इअंद्ऊ,821
ब्आअंग्ल्आ,760
द्एश्इ,12
न्आग्अ,2516
क्एअंद्र्अ,2960
ब्ईआ,658
ज्आअंच्अ,4188
स्अर्आ,1006
स्आय्ई,83
म्अन्ई,804
क्आक्आ,85
स्ओन्ए,750
ग्र्आम्अ,2355
च्आअंद्ई,366
प्आय्अ,644
ब्इछ्इ,12
ल्अब्ध्अ,2070
क्इस्आ,3772
क्ष्एत्र्ओ,1360
ख्अन्इ,150
म्आइ,976
म्इन्अ,1908
र्अल्स्अ,31
र्ऊल्स्अ,29
ल्आव्अ,1688
ज्ओध्अ,220
प्उर्अ,6260
स्अंभ्आग्अ,87
स्आअंप्अ,210
क्आट्अ,960
घ्आय्अ,1741
म्अथ्उ,195
र्आद्आ,8
म्आथ्उ,80
अस्प्अ,2696
त्आल्अ,2977
र्ऐफ्अ,68
ब्अर्ए,321
क्ओह् अ,1384
फ्ल्ऑर्ए,1
श्एर्इ,18
ऑफ्इ,1040
ब्ऐठ्आ,433
व्अह् आ,4092
आठ्अ,1392
ह् आथ्अ,2499
द्ऊर्अ,3556
क्अठ्अ,74
फ्ओड्व्ए,1
ब्अड़्आ,852
आल्ऊ,240
ब्उख्आ,202
ग्ऊद्ए,9
स्क्इन्अ,223
म्अस्आ,359
क्र्आअंत्इ,464
द्ऊत्अ,262
आज्आ,1087
प्अन्द्र्अ,32
द्इन्अ,10410
स्उब्अ,2641
ब्अज्ए,2710
र्आत्र्इ,598
प्र्अश्आ,2807
प्ओळ्अ,5
ख्आस्ई,186
म्इश्ए,102
य्ऊए,524
त्आक्अ,731
त्अव्अ,236
ज्ईव्अंत्अ,67
म्अज्अ,3381
ह् इल्ए,82
द्र्ष्ट्इक्ओ,206
र्इप्अ,120
ब्ल्इक्अ,89
क्ऐअंड्इ,89
ड्एट्अ,640
न्आउ,38
म्म्ईद्ई,4
न्इर्आ,748
द्ओस्त्अ,707
य्ओग्य्अ,800
म्इल्आ,3927
प्ऊर्ई,4406
क्अढ्आ,39
क्इन्आ,703
द्ऊध्अ,895
ह् अट्आ,1492
ल्अघ्उ,357
स्अत्य्अ,727
न्आर्आ,1650
य्अण्अ,830
अग्र्अ,1005
व्आल्अ,1711
स्ईई,358
ईड्ई,386
एम्ए,956
र्आक्ए,489
द्उब्ए,192
स्उर्ए,899
र्अंग्आन्ई,1
क्उल्अ,3455
क्अर्ण्ई,61
एस्ए,1214
आब्इ,22
आद्इ,4241
ख्ओल्अ,970
क्आय्अ,889
श्अर्त्ओ,178
ब्ईच्अ,6844
म्अत्इ,1398
क्ओर्ट्अ,4124
म्अंज्ऊर्ई,708
द्एत्आ,1649
द्ऊर्ई,749
ब्इस्त्अ,182
न्ओट्अ,1251
च्ईन्ई,873
भ्आष्आ,2088
ल्इख्आ,2135
व्अर्उ,237
ध्अर्म्अ,2678
न्ईत्ई,846
च्ओट्अ,473
क्अर्इ,992
च्उन्अ,510
र्अच्अ,1140
न्आत्म्अ,422
ग्उण्ओ,122
न्इख्आ,89
व्इष्अ,1809
ख्ईर्आ,29
स्एह् अ,485
स्व्आद्अ,207
ब्एज्ओ,51
ब्अढ्ए,650
म्आत्अ,396
च्उक्अ,64
