item,frequency
अंग्ई,3486
स्व्अ,8053
श्ई,11251
म्ब्ए,494
प्ट्अ,858
स्ट्आ,2741
र्स्अ,6113
ब्र्अ,1210
ह् म्ऊ,2
द्व्आ,10653
ड्ओ,4580
र्त्अ,3414
प्उ,37108
स्त्अ,13077
थ्ई,22339
ज्ओ,27712
ख्ई,4654
स्अंज्अ,1135
भ्अ,31406
ह् ऑ,1740
ग्ओ,24113
थ्अ,42296
ह् ऊ,7762
ट्ऑ,1568
ड्क्ई,1247
श्आ,40023
य्उ,12925
ल्ल्ई,8665
ग्इ,11974
फ्ट्अ,1387
स्उ,33938
अंद्अ,9459
क्त्अ,11178
ठ्आ,7769
च्च्अ,2994
स्थ्अ,2712
व्र्त्अ,46
म्प्अ,1967
न्न्अ,5132
ढ्य्अ,18
स्अंत्आ,297
क्त्इ,7618
ष्ट्इ,877
ध्य्अ,12750
श्च्इ,3140
म्ई,27824
ड्ब्अ,277
ध्ई,6155
र्ऑ,1151
ग्र्ओ,266
च्छ्ई,2124
स्ट्र्ई,1109
र्ट्इ,1379
व्र्द्ध्इ,1228
र्ज्अ,7816
ढ़्आ,1447
ल्क्अ,1289
क्य्ओ,7260
घ्अ,17339
ल्ऊ,5165
द्य्ओ,2415
क्ष्आ,12912
ब्ओ,10461
र्ड्अ,8968
फ्ऐ,7400
ज्य्आ,7720
स्अंभ्आ,2555
ठ्इ,2160
ण्ई,5060
घ्उ,2339
ळ्अ,1653
अंब्य्आ,14
झ्आ,5986
ड्ऊ,1602
म्म्ई,4253
ढ्इ,595
न्ह् ए,11317
फ्र्ऐ,172
क्च्अ,445
ग्ज्ज्आ,21
ट्ट्ई,1370
भ्ऊ,7583
त्य्आ,8363
घ्ओ,4764
ष्अ,18776
ढ्ओ,866
घ्ए,1669
व्ई,19451
र्द्ए,2896
भ्इ,9904
म्ब्अ,2354
र्ष्अ,8681
न्य्अ,9589
म्ऊ,7977
ल्म्अ,7976
त्र्ई,2475
च्च्आ,1388
स्व्ई,4074
झ्ए,5652
स्अंद्अ,2239
म्ह् आ,965
क्स्उ,39
म्ह् ए,455
ब्उ,10875
छ्आ,8466
त्र्ओ,4871
ध्उ,2509
अंच्अ,14450
स्अंक्ए,822
द्र्ष्ट्इ,836
न्द्र्अ,3368
क्ष्ए,9106
त्र्अ,21437
र्व्आ,2193
न्अंब्अ,2039
व्ऐ,6887
ग्र्आ,7141
ण्ओ,2551
र्च्आ,2851
अंव्अ,6785
ड्क्अ,2626
स्य्आ,3378
र्ष्ओ,1204
क्क्आ,948
घ्आ,4794
न्ह् अ,262
अंच्आ,3914
र्ग्अ,5695
क्क्ई,625
ब्द्ई,368
प्ए,18479
ड्त्आ,1468
प्अंच्आ,1975
ग्उ,16723
ध्य्ए,710
ण्य्आ,2633
ऍ,1284
न्व्ए,295
फ्ओ,7475
थ्ओ,3131
ह् अंग्आ,1161
ढ्क्अ,761
फ्ए,6956
ह् अंग्ई,183
ब्ज्इ,248
ट्र्ओ,1958
द्य्अ,1545
र्थ्ओ,371
अंग्र्ए,9483
क्ष्ई,1366
ज्उ,10334
म्ऑ,1951
ष्य्अ,2043
प्स्अ,608
प्र्इ,2978
ढ़्अ,3081
म्भ्आ,142
स्ट्र्ए,1976
ढ्ए,3228
त्अंत्र्अ,2298
स्अंस्थ्आ,2815
न्य्ऊ,3413
र्त्ए,215
श्य्अ,3411
र्ध्आ,1396
फ्अंस्अ,309
ऊ,6632
ड़्ए,3253
ख्य्अ,8559
स्अंस्क्र्त्इ,858
क्य्आ,7951
स्ओ,16682
प्अंग्उ,14
स्अंभ्अ,1272
अंध्ई,3969
स्अंव्ऐ,236
र्द्अ,2465
छ्ऊ,1394
य्ई,6538
र्ट्ई,7235
ह् न्अ,248
ह् औ,1287
ल्ड्इ,328
ष्प्र्अ,136
त्व्अ,4822
क्अंप्अ,7561
त्औ,4041
य्इ,2005
स्अंस्अ,1626
र्च्अ,4746
र्ज्ई,1896
ल्अंब्ए,906
ग्ग्अ,540
स्ऐ,4829
अंक्आ,1045
ब्ज्ए,428
भ्ए,5007
र्ट्ऊ,98
ल्ड्अ,2134
र्अंभ्इ,243
च्ऊ,2308
ल्ह् ए,145
ग्र्ई,2348
र्फ्अ,4015
अंग्ऊ,392
श्च्आ,427
स्अंत्अ,760
ब्य्आ,719
च्ऐ,3126
ज्ञ्आ,5037
ब्ई,28672
प्र्ऐ,1729
ड्ऑ,5481
र्स्इ,1051
ऑ,10075
ग्ऐ,3498
स्अंख्य्अ,498
ध्ए,2407
स्अंग्अ,3427
श्र्ए,1749
ष्ठ्अ,2945
स्क्ओ,961
थ्ऊ,170
ड़्आ,3957
क्स्ए,453
अंब्अ,956
ठ्ए,2936
अंस्आ,2444
क्अंज्म्अ,1
प्श्अ,449
फ्ई,12857
र्ग्ओ,552
ड्ढ्आ,95
म्म्अ,2214
त्त्आ,3110
घ्र्अ,452
क्अंप्य्ऊ,548
क्ट्ऊ,1229
झ्अ,6819
त्र्आ,5295
न्औ,5154
न्न्ई,940
प्ऐ,8612
स्अंश्ओ,810
क्क्अ,2112
श्क्इ,1378
ग्र्इ,395
ज्र्ऊ,457
झ्औ,966
भ्उ,2681
श्ए,10425
क्ष्ओ,415
अंड्र्आ,97
ल्स्अ,1809
स्क्ई,446
अंद्ऊ,949
अंग्ल्आ,775
अंद्र्अ,8393
स्अंघ्अ,3326
अंद्ई,2001
छ्इ,1234
ब्ध्अ,2164
थ्उ,615
ठ्अंड्अ,264
फ्ल्ऑ,94
ड्व्ए,46
ग्ऊ,2693
स्क्इ,408
क्र्आ,1617
अंत्इ,3769
त्र्इ,3336
व्अंत्अ,522
ब्ल्इ,576
अंड्इ,4495
ट्र्अंप्अ,792
ग्य्अ,1709
त्य्अ,3646
अंड्ए,1598
र्अंग्आ,398
र्ण्ई,127
र्त्ओ,191
म्अंज्ऊ,1113
फ्अंड्अ,552
ज्ज्ओ,73
ष्आ,3270
र्म्अ,10815
च्ओ,4223
त्म्अ,4854
न्द्अ,2105
ल्क्इ,2516
न्ड्अ,293
ख्ऊ,2701
अंह् ओ,46
न्ऐ,1867
स्ट्ऑ,572
फ्ट्ई,397
ड्ऐ,337
अंब्ई,2750
अंग्व्ए,37
र्स्ए,228
म्प्य्ऊ,217
स्अंध्आ,367
न्द्ई,965
भ्अंड्आ,470
श्व्अ,7372
स्प्ऑ,220
ख्स्अ,620
ल्औ,2289
ज्औ,529
अंस्ट्आ,350
ट्ट्अ,904
अंध्अ,1722
अंग्आ,2099
अंच्य्आ,1180
च्य्आ,2137
ध्य्आ,5096
ख्य्आ,1783
फ्ऊ,1848
श्र्अ,2891
द्ध्आ,2069
र्प्इ,631
ट्ओ,7572
व्उ,2127
स्ट्ऐ,559
ल्ऑ,2606
ल्उ,3572
अंध्र्आ,4
ड्न्आ,385
र्भ्अ,1818
प्ल्आ,2238
न्स्अ,1340
क्ल्इ,966
अंस्ई,2350
क्र्ई,1400
अंग्इ,594
त्अंब्अ,1263
च्अंड्ई,815
ग्र्ह् अ,1336
स्अंक्अ,1404
स्ल्इ,1423
स्अंख्य्आ,2817
क्र्त्इ,1566
क्स्इ,495
र्स्ट्अ,182
ग्ल्ऐ,115
ल्प्आ,287
ज़्अ,2731
द्द्ए,2285
म्र्त्य्ऊ,75
च्अंब्आ,172
श्अंक्आ,634
क्क्इ,129
अंक्ष्आ,165
त्अंज्आ,21
र्भ्आ,449
अंभ्ई,23
ल्अंग्आ,272
र्न्ऊ,3
फ्र्ई,1492
र्न्अ,2102
छ्ई,522
र्य्आ,5396
ण्ए,2054
य्अंत्र्अ,1063
श्र्ई,6810
म्म्ऊ,1364
श्म्ई,2644
म्अंग्अ,2729
फ्त्ए,687
ब्अंद्ई,1127
र्ज्इ,684
त्क्आ,2129
च्अंद्अ,955
ल्य्आ,4303
स्अंह् इ,345
स्ग्अ,2
स्थ्य्अ,2208
ल्क्आ,434
र्ब्अ,573
म्र्त्य्उ,592
अंह् अ,13537
द्ध्अ,4871
ण्इ,2782
ज्ञ्अ,860
अंच्ए,3155
अंब्उ,182
त्थ्अ,666
त्न्ई,2210
श्त्ए,844
छ्उ,1591
र्ट्स्अ,593
स्क्र्ई,1258
ऋ,1575
अंख्ए,385
ख्ल्ई,17
ब्अंद्अ,4059
भ्अंग्अ,195
र्क्ओ,128
क्स्ओ,108
फ्ट्ओ,17
अंग्ल्ऐ,962
र्म्इ,2745
अंच्ई,2512
र्म्आ,8817
त्त्ई,2150
घ्य्आ,80
ध्ओ,2471
त्र्त्ई,238
द्व्इ,893
न्ऊ,5829
य्अंक्आ,866
अंस्य्अ,147
अंच्इ,209
द्द्ई,991
द्द्इ,34
म्र्त्आ,105
म्अंड्अ,2389
ळ्ई,870
अंन्ई,1881
ग्र्ए,1082
ट्ऊ,2934
ध्ऊ,1509
ब्ध्इ,420
ड्र्आ,1292
भ्र्आ,94
र्म्ओ,437
म्म्आ,2468
न्अंद्अ,1923
झ्ई,474
त्य्ए,1005
स्त्इ,1034
त्प्अ,759
स्ल्आ,1183
ल्क्ई,209
क्र्प्अ,233
ष्ठ्आ,647
फ्अंस्ए,239
अःख्अ,181
अःख्ओ,9
अंक्ओ,1404
र्र्अ,2570
र्ज्आ,1642
ज्व्अ,111
ण्उ,1068
ड्अंच्अ,1
त्न्अ,528
स्अंद्ए,1070
क्व्आ,786
ब्र्इ,1716
म्म्ए,2539
क्ल्आ,1099
न्ज्अ,75
द्द्ओ,701
क्ट्र्ए,659
श्म्इ,98
र्च्ए,413
म्य्आ,402
प्अंज्आ,2227
अंश्अ,1816
फ़्अ,938
र्ष्ई,1023
र्थ्अ,6798
त्ऊ,1971
ल्अंक्आ,871
च्च्ई,953
घ्अंट्ए,1615
श्ऊ,1391
प्र्ए,5303
र्त्इ,2563
घ्र्ण्आ,87
अंट्आ,408
स्क्अ,1732
क्क्ओ,150
प्त्इ,662
ल्म्ओ,1145
म्य्ऊ,488
क्ल्अ,1116
ट्र्ऑ,320
अंद्ए,574
ष्ठ्इ,297
स्क्आ,1643
अंट्ए,791
स्त्उ,1988
ल्य्अ,1234
द्घ्अ,144
अंस्ओ,150
र्ध्अ,824
म्अंद्अ,639
अंप्इ,629
य्अंस्अ,720
र्ड्इ,600
स्ट्ए,3680
म्अंत्र्आ,1788
फ्ल्आ,423
ड्क्ओ,687
अंभ्आ,49
भ्य्आ,521
ट्र्आ,1569
अंज्ए,327
क्श्अ,2031
ड्र्अ,239
क्अंट्र्ओ,385
द्म्आ,225
ज्य्ओ,2144
भ्अंस्आ,103
भ्र्अ,1665
ग्अंज्अ,739
स्फ्ओ,456
न्य्औ,56
ल्थ्आ,4
ट्ठ्आ,272
अंश्ई,190
श्र्र्अंख्अ,316
न्द्र्ई,458
र्क्इ,816
अंस्इ,1230
ड्न्ए,1713
स्अंब्अ,1726
प्र्ई,3119
न्ट्इ,43
त्प्र्ए,13
श्न्ओ,247
ड्ड्ऊ,136
ष्इ,2523
स्अंब्अंध्इ,1441
र्ग्ई,446
क्क्ए,814
द्य्आ,4513
ग्ल्अ,156
ढ्ई,1294
ज्ब्आ,94
न्व्अ,469
ठ्य्अ,283
र्श्इ,591
प्त्आ,3814
ट्र्ए,2742
ब्ल्ऊ,381
प्अंक्त्इ,185
स्अंध्य्आ,178
र्व्ए,1322
ल्ल्आ,1844
ड्औ,142
प्अंच्अ,1169
ड्ड्ओ,70
स्अंब्ओ,1093
ट्र्अ,1177
अंद्ओ,2009
च्छ्अ,924
अंद्र्ई,1818
स्म्र्त्इ,484
स्अंब्अंध्अ,1931
ट्स्अ,1299
ल्म्ए,484
च्औ,6289
च्च्ए,2633
ख्अंड्अ,2522
म्अंस्ऊ,99
क्ट्ए,321
क्व्ई,122
म्अंच्अ,1001
स्य्अ,2277
थ्य्अ,369
स्न्ऐ,158
श्ऑ,902
ब्ल्ऑ,1116
ल्त्आ,287
ड़्इ,995
घ्ऊ,938
स्अंव्इ,1062
द्ऐ,972
र्म्ई,1506
र्अंग्ए,178
स्म्आ,1622
स्अंय्अंत्र्अ,219
स्म्ए,107
ल्ट्अ,1218
अंध्र्अ,334
थ्इ,4235
फ्फ्अ,326
भ्ऐ,480
र्व्इ,1011
अंस्प्ए,305
स्ट्ओ,1422
न्य्ए,10
न्ट्ए,89
स्अंस्क्अ,422
र्ल्ड्अ,733
ब्ल्य्ऊ,525
ड़्ओ,864
र्अंज्ई,142
अंस्ए,662
य़्आ,132
ल्द्ई,1094
फ्त्अ,938
अंज्आ,858
र्अंत्अ,1145
स्अंत्ओ,705
क्र्प्आ,322
क्त्ओ,361
स्स्ओ,366
त्ल्अ,101
च्छ्ए,1674
व्स्अ,80
श्त्इ,16
अंम्अ,295
ल्द्अ,1861
क्स्आ,578
न्ह् आ,881
व्र्अंद्आ,68
श्र्ओ,135
द्र्ढ़्अ,53
र्ण्आ,321
अंव्ओ,731
ष्ण्उ,444
फ्त्आ,3194
र्ग्आ,540
क्ष्म्ई,625
न्य्उ,178
म्प्र्अ,146
स्अंर्अ,1025
श्न्अ,1299
अंख्ओ,691
न्ध्अ,565
क्र्त्य्अ,94
स्य्ओ,1084
त्अंग्अ,236
ल्ट्ई,696
ड़्ई,3866
र्थ्ई,1003
ष्म्आ,197
ज्ज्अ,563
त्स्आ,1743
श्त्ओ,308
ढ्अ,1577
म्भ्अ,517
द्अंग्आ,116
र्फ्य्ऊ,68
स्अंप्आ,676
अंय्आ,56
अंद्उ,1373
ढ्त्ए,419
ट्व्इ,804
ट्व्ई,1274
प्र्ओ,4539
ग्अंव्आ,382
य्औ,606
त्प्ई,345
ड्न्अ,263
म्अंद्इ,2886
अंद्औ,529
स्ट्ई,861
त्थ्ई,50
ल्अंक्ई,68
न्न्ऊ,141
स्स्ए,1279
व्र्द्ध्आ,80
श्अंस्अ,406
ख्र्ई,60
म्अंज्अ,192
त्स्फ्ऊ,9
द्र्ई,302
ल्ह् अ,272
म्अंत्र्इ,1256
ग्अंभ्ई,1904
त्म्आ,1058
ल्ल्अ,686
ब्औ,600
ख्त्आ,253
भ्अंग्आ,87
ट्ऐ,2561
म्ब्ई,405
द्अंग्अ,183
क्ट्र्ई,199
अंप्ए,222
भ्य्अ,631
ध्व्अ,458
ल्ल्उ,116
स्र्अ,149
स्प्ई,891
र्ग्अंत्अ,1
म्ह् ओ,21
अंड्आ,1067
अंन्आ,1194
ब्द्उ,477
श्क्र्अ,1
र्ख्इ,270
ब्अंट्ओ,5
ट्र्इ,879
च्च्ओ,3257
र्ट्ओ,115
ड्उ,973
अंध्य्आ,6
स्ब्आ,101
ब्अंग्आ,1063
य्अंत्आ,249
ष्ट्आ,1185
म्द्आ,63
प्अंथ्अ,135
स्अंप्र्अ,195
स्अंय्उ,1370
भ्औ,427
ह् अंब्अ,5
श्म्अ,508
ड्त्ए,470
ब्ल्आ,599
श्व्आ,2176
त्अंक्अ,1650
र्द्इ,612
प्अंड्य्आ,88
ट्स्ऐ,137
श्ऐ,1470
अंझ्ई,111
द्घ्आ,643
र्त्ई,2059
स्अंच्आ,1809
प्अंच्ए,17
श्अंत्इ,1
त्य्ओ,429
ण्ड्आ,179
न्ध्ओ,42
म्य्उ,440
क्र्स्अ,32
क्र्य्आ,4
अंग्ओ,786
फ़्ए,120
ठ्अंड्आ,183
ञ्च्आ,21
न्त्र्ई,89
द्र्ढ्अ,20
र्औ,674
स्अंब्अंध्ई,788
न्म्अ,2038
न्ध्ई,106
म्स्अ,1261
र्र्इ,170
ग्न्आ,44
र्ल्स्अ,100
ब्अंट्अ,283
श्औ,796
अंब्ऊ,218
त्त्ओ,281
द्अंड्इ,39
त्य्अंत्अ,269
म्ह् अ,579
ण्ऊ,411
ग्अंग्आ,985
ह् व्आ,357
स्ट्र्ऑ,120
क्अंड्आ,100
ज्र्अ,704
स्म्अ,913
ढ़्ए,842
न्ऑ,942
र्अंट्अ,222
ठ्ओ,891
श्त्अ,426
न्स्ई,68
ग्ल्ऊ,48
न्क्आ,53
र्क्ई,323
ल्ल्अंघ्अ,524
ज्र्आ,79
स्ल्ऑ,33
ष्क्र्त्अ,35
र्श्ई,304
ग्ल्आ,195
क्य्ऊ,876
ल्ट्ए,160
प्अंज्ओ,19
फ्र्ए,929
प्औ,1272
अंग्स्ई,1
अंग्ड्ओ,3
अंद्र्इ,273
प्प्अ,1374
ग्व्इ,242
ष्ए,558
श्र्आ,962
प्अंक्अ,281
न्द्र्आ,88
त्क्र्ष्ट्अ,173
र्य्ओ,1004
स्क्र्त्अ,110
प्ट्इ,114
ह् अंत्अ,151
ड्ड्आ,656
क्ष्य्अ,1434
क्र्ष्ण्अ,1269
म्अंत्र्अ,567
क्र्ष्ण्आ,304
स्न्आ,607
न्ह् ई,914
अंज्इ,197
ड्क्अंप्अ,104
र्अंग्ऊ,13
क्र्त्आ,11
ष्ई,1086
स्अंब्इ,48
ह् अंक्आ,133
ज्अंग्अ,1134
प्अंड्इ,477
ट्ठ्ई,211
ळ्आ,872
ग्ण्आ,90
ट्उ,931
श्च्अ,615
त्र्ए,159
र्ड्ओ,192
ब्र्ऐ,134
फ्स्अ,69
ब्ब्आ,380
म्अंड्ई,803
ग्व्ए,70
ल्अंड्अ,493
झ्उ,797
ल्ल्इ,178
क्ल्ई,363
र्ज्ए,263
अंत्ओ,342
ध्औ,204
ड्ग्ए,38
ल्फ्अ,176
अंद्र्आ,428
र्अंग्अ,3187
अंज्ई,1375
त्त्ए,699
र्ण्इ,337
त्स्अ,1641
न्द्ऊ,748
स्अंद्इ,375
ग्ध्अ,460
म्र्त्अ,1460
ल्अंद्अ,700
फ्व्आ,15
श्ल्ए,548
द्र्आ,987
व्अंब्अ,1328
फ़्इ,475
ज्र्स्अ,30
ड्त्ई,397
ट्र्ऊ,44
ब्अंध्उ,147
म्न्अ,348
अंट्ई,1183
ड्अंड्ओ,52
अंट्इ,691
स्ट्र्इ,273
ड्ख्आ,62
क्अंव्अ,137
च्छ्ऊ,28
ष्ऐ,34
द्द्अ,812
ब्त्अ,301
स्अंब्अंध्ओ,374
क्अंध्ए,170
त्य्औ,184
व्र्अ,828
ड्प्अ,259
अंप्उ,95
ग्अंज्आ,11
ल्क्ओ,111
प्ऑ,1656
झ्ऊ,1007
ण्ड्अ,1326
न्त्उ,928
व्अंट्इ,174
ड्अंड्ए,51
थ्ऑ,223
ल्य्ऊ,406
अंड्ऑ,6
फ्औ,451
ट्य्ऊ,877
च्य्ऊ,112
अंप्आ,642
ज्ऑ,982
र्र्ए,80
ल्क्ए,242
ल्म्ई,373
फ्र्आ,660
श्र्उ,100
भ्य्उ,12
क्प्अ,6
ष्ओ,727
अंम्ए,60
र्ग्इ,82
घ्ई,319
अंथ्अ,157
स्प्ऊ,105
ड्ख्अ,43
ब्ल्ऐ,425
च्अंद्ओ,16
ट्अंक्ई,75
ढ्न्ए,812
फ्र्ऊ,55
र्अंग्ई,315
ह् अंस्ई,139
न्अंद्इ,67
अंस्क्र्त्इ,475
स्अंप्ऊ,249
म्ब्आ,565
र्त्य्आ,95
स्ब्ए,210
क्अंस्अ,106
र्ष्आ,558
त्न्आ,100
म्ब्ओ,280
ग्न्इ,428
ङ्क्ष्अ,167
ल्ल्ऊ,451
त्र्त्आ,32
स्अंग्र्आ,134
ड्घ्उ,1
र्च्इ,341
ट्र्ई,337
र्व्ओ,760
अंत्आ,1384
ष्क्अ,882
ग्र्ऊ,16
द्र्श्य्अ,432
अंस्प्इ,4
थ्य्ओ,198
ब्र्ए,1038
क्ज्इ,48
च्अंद्आ,129
प्व्आ,169
फ्उ,1910
प्ल्अ,343
अंइ,131
घ्अंट्ओ,333
श्त्आ,348
व्र्ष्ट्इ,65
ख्त्अ,1037
श्अंक्अ,896
क्अंड्ओ,71
र्अंत्उ,600
द्र्अ,1529
ब्अंग्अ,547
झ्इ,240
क्ख्ऊ,15
अंध्ओ,38
अंर्इ,6
क्र्व्आ,2
ड्र्ऑ,153
ब्ब्अ,549
त्म्इ,265
फ्ल्इ,215
प्व्ऑ,19
ण्ट्अ,66
ण्ट्ए,48
प्स्ई,46
द्व्अ,107
न्द्इ,202
अंब्आ,1002
र्ल्इ,177
स्प्आ,486
क्र्त्अ,1058
स्अंद्ई,597
ल्अंध्अ,138
ड्क्ए,606
क्त्आ,2350
स्अंस्क्र्त्अ,276
न्त्आ,147
द्व्ई,340
ल्ह् आ,688
स्क्र्ओ,3
व्र्त्त्अ,237
अंट्र्अ,275
म्प्ऑ,10
फ्र्अ,189
स्त्र्अ,883
ज्म्ई,192
ज़्आ,897
अंक्य्आ,21
न्ध्आ,47
ड्थ्अ,9
र्ड्स्अ,233
म्म्इ,143
थ्थ्ए,2
स्अंव्आ,1021
प्प्ए,78
ख़्ऊ,49
फ़्आ,227
म्अंह् अ,93
द्र्ओ,501
त्अंक्ई,891
ज़्इ,430
र्न्ए,94
द्य्उ,709
श्व्इ,1025
प्र्औ,419
अंम्उ,72
ळ्ए,1079
क्र्ष्ई,44
अंच्ओ,155
त्अंक्इ,495
अंद्आ,2163
स्अंह् आ,121
क्य्अ,306
ज्ञ्ओ,323
ज्ह् अ,81
अंत्र्इ,386
र्व्ई,595
य्य्आ,172
अंद्र्ओ,255
र्प्अ,787
ग़्उ,20
स्फ्ऊ,33
च्अंद्र्अ,1298
क्र्ष्इ,1170
प्अंज्ई,507
क्ट्र्ऑ,268
त्अःअ,1
क़्आ,202
अंज्ऐ,52
व्य्अंज्अ,99
र्अंज्अ,768
स्र्ज्इ,59
फ्ग्आ,101
ज्व्आ,377
ज्न्अ,145
न्त्अ,1387
घ्इ,394
ख्ऑ,4
थ्र्इ,53
च्अंभ्इ,24
ढ़्ई,396
न्त्इ,298
ढ्त्आ,310
स्म्इ,484
ल्ज्ओ,4
न्म्आ,177
ण्य्अ,479
श्र्व्ओ,3
स्थ्ओ,12
न्व्अंत्अ,22
ख्त्इ,90
श्र्व्अ,16
ड्ड्इ,115
ड्य्ऊ,782
स्ऑ,877
ग्र्ऐ,221
ट्ट्आ,449
ष्ट्र्ओ,51
त्अंव्अ,111
ख़्आ,215
व्ह् ई,298
र्ल्अ,538
स्त्ओ,1194
म्अंग्आ,88
न्न्आ,1768
क़्अ,518
क्व्इ,538
अंफ्अ,70
ग्ध्ओ,41
र्अंच्ई,5
र्घ्अ,717
अंट्र्ई,391
ग्ज्इ,114
ग्ल्ओ,379
व्र्त्त्इ,483
ग्र्त्अ,42
क्व्अ,211
अंट्स्अ,785
ड्य्इ,1
न्ध्इ,170
ख्र्च्अ,30
ब्ल्अ,390
क्अंग्आ,60
स्अंभ्र्आ,11
ल्ग्आ,43
ब्ब्ए,179
ग्र्उ,841
ग्र्अंथ्इ,36
ढ्ऊ,476
अंढ्अ,328
क्ख्ई,62
अंक्ए,307
स्त्र्ई,1089
प्प्आ,381
ल्ल्य्आ,28
