item,frequency
द्इए,3781
म्उस्ल्इ,1318
म्अह् अ,1457
त्व्अप्ऊ,1457
ग्अर्ई,1227
प्र्आक्र्त्इ,459
व्आन्अ,1747
र्अक्अ,3070
क्आफ्ई,5191
इल्ई,5369
स्एन्आ,2321
आध्उ,524
न्इक्अ,2002
ईक्अ,724
म्आन्आ,1926
ईल्अ,4544
झ्आल्आ,236
च्अल्अ,2435
स्इक्क्अ,332
आओ,1762
र्इक्आ,2167
ट्अन्आ,5788
प्उर्उ,1274
ज्इल्ए,2581
ईस्आ,292
द्आय्अ,2130
प्आन्ई,3770
स्अह् इ,2121
ईन्अ,2878
ग्अम्अ,2457
त्अह् अ,546
स्ईल्अ,546
अंत्र्अण्अ,963
ब्इह् आ,2314
न्अग्अ,4621
ल्अय्अ,3787
श्आस्अ,1158
र्आष्ट्र्ई,3073
प्र्इल्अ,35
ह् इल्ए,73
ह् इत्अ,2610
ह् अर्ऊ,449
व्आल्आ,3297
आर्आ,5250
स्इअंह् अ,11593
प्र्अस्इ,519
न्इर्व्आ,486
च्अन्अ,3248
व्य्आप्आ,1931
स्थ्आन्अ,4942
श्इक्ष्आ,2861
एद्अ,6005
त्इक्अ,1481
क्र्अम्अ,4919
आल्ई,2806
न्इर्म्आ,3424
ल्आल्अ,3052
आत्ई,402
क्अर्ऊ,289
इन्ए,1728
व्इत्ई,432
प्ऊज्आ,1421
र्इय्अ,2475
र्इय्आ,4108
प्अत्आ,3383
आण्इ,642
त्ईल्अ,401
इक्ई,879
व्अल्ई,487
व्आस्अ,3420
ब्इन्आ,2398
य्उक्त्अ,887
व्आल्ई,6760
प्र्अत्य्ए,870
इत्व्अ,672
प्र्अय्ओ,1438
आम्ई,1981
म्अद्अ,3135
आअंत्अ,3286
इड्अ,1802
स्आर्अ,5830
व्आई,5477
प्इत्आ,2517
व्आद्ई,2177
त्य्आअंन्ई,251
य्आच्आ,298
क्एल्आ,399
इअंड्इ,2824
एअंट्अ,3326
र्अव्अ,1300
स्आठ्ई,407
अर्थ्अ,2040
ब्अड्ई,4055
द्एव्ई,1368
क्ल्अब्अ,582
श्इय्आ,1480
स्क्आर्अ,956
म्आन्इ,973
ज्आत्ए,3372
द्अश्अ,735
स्अह् आ,911
श्अह् अ,4431
आज्ई,1481
स्अम्इ,1894
य्आत्अ,2199
ऐज्ञ्आ,782
थ्अल्अ,1296
उव्आ,3038
क्अंप्अन्ई,4707
अअंत्इ,1500
आक्आ,493
स्थ्इत्अ,2767
र्अंख्अल्आ,403
अंब्अर्अ,3201
क्अव्इ,905
ग्र्अह् अ,1146
ह् आन्अ,3387
ष्इत्अ,1581
ख्अत्ए,2996
स्अंब्अंध्इत्अ,1360
र्एण्ई,578
उस्आ,547
श्इक्ष्अ,305
स्प्अष्ट्अ,1259
क्एल्ए,592
ह् इक्अ,709
उद्आ,637
क्ओड्अ,544
द्एत्ए,3090
च्आल्अ,682
व्इश्ए,3441
ष्अण्अ,5452
आच्ई,439
ल्आई,610
उत्त्अ,4704
क्अय्आ,142
त्और्अ,2814
त्अथ्य्अ,465
प्र्अभ्आ,2869
ध्आन्ई,1048
त्आन्अ,687
ऐन्इ,1297
क्ष्अम्अ,1084
ओल्ई,2424
स्अंस्क्अर्अ,309
द्एश्ओ,1783
इत्र्अ,2165
इत्इ,1351
ह् आस्अ,1351
क्इय्ए,1483
ग्अय्ए,2080
ग्अय्ई,2458
ल्इत्अ,2202
स्आद्अ,1343
इश्च्इ,1330
प्आल्इ,704
स्अभ्आ,3395
स्थ्आप्अ,694
इय्ए,2800
व्इत्अ,1266
ब्अन्ध्अ,670
स्थ्आन्ई,1633
अथ्अ,645
आव्आ,2716
च्इक्इ,650
अन्उ,4314
ज्इस्ए,2008
द्अक्अ,1476
न्आथ्अ,1962
उद्ध्अ,1895
प्र्आच्ई,382
म्अंद्इर्अ,2814
स्अंस्थ्आन्अ,1195
द्एख्आ,2243
ब्अड्ए,3332
त्आल्उ,59
स्अर्ई,619
र्आज्आ,1056
म्ऐथ्इ,42
स्आह् इ,957
द्य्आल्अ,1202
आअंन्आ,315
प्र्अस्त्उ,900
प्र्अव्ए,1209
स्आम्आ,2628
आच्आ,1832
स्अंय्उक्त्अ,1346
भ्औग्ओ,63
ल्इक्अ,63
ज्इल्आ,4277
त्आत्अ,1917
द्अक्ष्इ,1653
ऐल्ई,1613
न्एप्आ,644
एश्व्अ,994
उर्ई,1409
स्अंव्इध्आ,878
य्आन्अ,3578
त्आप्अ,544
ज्अन्म्अ,2148
न्अद्ई,1068
म्ह् अण्ऊ,159
व्इव्अ,337
फ्अल्अ,49
आत्आ,1482
व्इभ्इ,2207
प्उण्ए,485
स्अम्ऊ,1182
म्ईन्अ,2160
ओट्ई,1648
द्ओन्अ,485
ग्ईत्अ,1285
द्एख्इ,440
ध्ईल्अ,104
त्य्आअंच्य्आ,170
न्आह् ई,542
उओ,1476
ह् इन्द्ऊ,657
व्इद्य्आ,1312
ज्उल्अ,445
स्ट्एश्अ,1174
च्आर्य्अ,703
एल्आ,629
य्उद्ध्अ,940
ज्ञ्आन्अ,1028
स्इक्अ,1239
स्आअंस्क्र्त्इ,455
द्अर्श्अ,857
व्इव्इ,389
ध्आर्म्इ,773
झ्आल्ई,280
व्अर्ष्आ,499
प्र्अम्आ,796
द्इस्अ,312
एल्ई,1016
ह् ओअंन्ए,1034
प्अत्र्इ,449
छ्अत्त्ई,917
स्अग्अ,917
एअंड्अ,1378
य्आच्ई,398
प्अर्अंत्उ,589
क्इल्ओ,803
म्ईट्अ,1600
ऊर्उ,53
श्उर्उ,2071
अंज्अन्अ,1282
ओब्अ,188
उत्प्अ,440
ह् इम्आ,154
ल्अत्आ,1334
स्आत्अ,1907
ऊण्अ,429
व्ईप्अ,394
य्एथ्ई,225
व्इव्आ,825
त्अम्इ,604
इख्इ,471
उत्प्आ,1024
अश्आ,279
म्उळ्ए,676
ह् ओत्ओ,31
क्आअंश्अ,505
प्ऊर्व्ई,438
आठ्ई,736
श्अर्ई,1735
ज्इक्अ,1345
अन्त्अ,138
र्ग्अत्अ,138
अन्त्इ,47
य्इक्अ,788
आच्ए,297
व्अस्थ्आ,1113
र्एल्अ,1530
प्अह् उ,594
स्अंग्ईत्अ,831
ल्एख्अ,678
श्इत्अ,740
प्उत्र्अ,1159
अक्आ,241
द्अम्ई,241
श्अत्आ,186
इन्ई,1118
त्अस्ए,210
त्अय्आ,106
व्ऊन्अ,193
ण्य्आस्आ,381
व्अन्इ,11
व्अर्ऊ,701
स्आक्ष्अ,67
र्अत्आ,67
ख्आत्आ,344
प्अर्य्अ,501
अज्अ,761
म्अह् आ,1255
स्अम्उ,479
य्आअंन्ई,693
म्अण्अ,649
ब्र्इट्इ,363
ज्अम्इ,46
क्एल्ई,511
अस्अ,214
ल्एल्य्आ,122
न्आव्अ,299
आअंच्य्आ,202
य्आअंन्आ,203
व्अल्ए,229
न्आट्अ,382
ह् उन्अ,113
त्य्आअंन्आ,151
ग्उज्अ,89
र्आत्ई,89
अअंग्र्ए,756
म्ह् अण्अ,71
म्अर्आ,143
च्इत्र्अ,35
प्अट्अ,25
श्ईत्अ,303
ग्अण्अ,79
र्श्इत्अ,262
इअंग्ल्इ,141
ध्य्आय्अ,331
अस्ऊ,367
अस्आ,459
व्अळ्अ,219
ब्औद्ध्अ,306
अश्ई,239
न्आप्अ,128
म्उग्अ,162
र्आख्अ,101
न्अंत्अर्अ,366
य्आत्ई,211
एअंब्अ,72
र्ओज्ई,139
ग्आअंव्अ,417
स्इट्ई,618
त्इथ्इ,523
ग्एल्ए,94
य्आच्य्आ,181
ण्आय्आ,37
म्अन्द्इ,138
स्अंग्र्अह् अ,515
उर्द्ऊ,182
भ्इन्न्अ,228
क्ऊल्अ,171
स्व्अत्अ,39
न्त्र्अत्आ,39
भ्ओज्अ,257
प्उर्ई,263
क्इअंव्आ,52
अव्अ,15
द्र्अव्इ,114
प्र्अण्आ,596
र्आष्ट्र्इ,18
त्एल्उ,87
ण्आर्ए,73
ग्आव्आ,55
ण्आर्आ,45
ग्र्ईष्म्अ,47
ण्आर्ई,63
न्य्आस्अ,207
द्उग्उ,20
ज्आस्त्अ,59
ळ्आत्अ,79
प्और्आ,112
ण्इक्अ,112
अक्ट्ओ,2
प्र्अच्अ,135
स्आल्ई,80
स्अर्व्आ,13
व्अर्ण्अ,180
क्एन्द्र्इ,73
प्अण्अ,189
म्अल्अ,48
य्आल्अ,48
प्अह् आ,5
एण्ड्अ,69
म्अण्ड्अ,93
स्अन्आ,117
श्आस्त्र्ई,59
प्र्थ्अक्अ,61
द्एश्आ,1
न्त्अर्अ,1
य्अस्अ,34
थ्अन्अ,15
थ्इए,81
स्अंव्अत्अ,49
म्आइ,59
अल्म्ओ,36
एक्ओ,66
त्य्आअंच्ए,50
स्अक्ओ,79
इअंग्र्अ,6
इए,1
ग्अर्न्अ,6
स्अंक्एत्अ,1
स्थ्अळ्अ,1
र्अर्आ,15
य्आअंच्ए,73
प्औड्ई,40
प्अन्इ,11
ऍस्अ,8
अप्व्अ,6
त्अप्ओ,13
र्आव्अ,12
स्अंक्अल्इ,34
ज्आत्ओ,29
थ्इय्ओ,14
स्अन्ध्इ,5
त्अत्स्अ,7
इग्उ,2
ल्इप्आ,4
प्अछ्इ,3
प्आह् इ,10
र्उप्ए,20
म्इत्इ,1
भ्आष्ए,6
भ्आष्इ,6
उन्ई,3
म्अण्इ,6
क्उन्ऐ,2
आन्ध्र्अ,12
स्अप्त्अ,3
ह् उन्ए,1
ब्आट्अ,8
ग्अर्ए,7
उन्ए,1
ज्उय्आ,5
द्ऊग्उ,1
म्अज्अ,4
क्ऊर्अ,4
ज्आक्ई,2
ज्इल्ल्आ,1
ल्अव्आ,1
आस्आ,6
एम्ब्अ,11
ग्ओर्ख्आ,7
ख्आत्ए,7
स्अंस्क्र्त्इय्आ,2
ल्आग्इ,2
भ्अय्ओ,2
ल्आव्अ,2
स्अफ्ऊ,1
म्इट्अ,3
भ्अन्ए,4
अक्ष्आ,6
न्ओभ्ए,1
भ्एक्ओ,1
ज्अव्अ,3
ळ्ईल्अ,3
त्अथ्य्आ,1
ज्उग्उ,2
स्उग्औ,3
इन्ड्ओ,3
ॠत्उ,1
ऍन्अ,4
र्ओम्आ,2
ईल्ए,1
ग्र्एग्ओ,1
