item,frequency
ड्इ,22587
थ्ई,22338
म्ऐ,22205
त्र्अ,21419
अंन्ए,21206
च्उ,20928
ज्ए,20446
व्ई,19447
ड्ए,19161
न्ह् ओ,18800
ऐ,18783
ष्अ,18767
प्ए,18477
ब्ए,18476
न्उ,18196
श्उ,17582
थ्ए,17514
प्इ,17401
घ्अ,17338
र्य्अ,16916
ग्उ,16718
स्ओ,16673
ठ्अ,16572
ख्इ,16545
ट्ए,16481
द्ऊ,16340
ट्आ,16176
अंग्ए,15716
म्अंत्र्ई,15577
स्ऊ,15436
च्इ,15023
ब्ऐ,14888
अंच्अ,14441
फ्आ,13929
स्थ्आ,13682
म्औ,13605
अंह् अ,13515
र्ट्अ,13471
अंट्अ,13288
स्त्अ,13068
य्उ,12925
क्ष्आ,12912
फ्ई,12857
ख्ए,12831
प्ओ,12752
ध्य्अ,12749
द्उ,12532
अंड्अ,12151
ग्इ,11973
व्य्अ,11879
स्ट्अ,11730
स्त्आ,11727
क्ऐ,11722
च्ई,11657
व्ओ,11502
ण्आ,11398
न्ह् ए,11317
श्ई,11251
द्औ,11206
क्त्अ,11160
प्र्आ,11016
च्ए,10930
ट्इ,10925
ब्उ,10871
र्म्अ,10816
र्व्अ,10654
द्व्आ,10649
ब्ओ,10458
अंक्अ,10422
श्ए,10422
अंस्अ,10418
ज्उ,10334
य्ऊ,10126
अंत्अ,10109
ऑ,10069
अंक्इ,9924
भ्इ,9904
ख्उ,9757
ड़्अ,9717
क्र्अ,9667
न्य्अ,9582
अंग्र्ए,9483
ज्ऐ,9474
अंद्अ,9456
श्ओ,9422
ज्ऊ,9293
क्स्अ,9253
क्ष्ए,9106
र्ड्अ,8954
र्म्आ,8818
स्थ्इ,8714
र्ष्अ,8666
ल्ल्ई,8665
त्उ,8614
प्ऐ,8610
ख्य्अ,8555
त्त्अ,8494
छ्आ,8462
क्ऑ,8413
अंद्र्अ,8385
त्य्आ,8363
ज्य्अ,8141
स्व्अ,8051
म्ऊ,7977
ल्म्अ,7956
क्य्आ,7951
र्ज्अ,7816
ठ्आ,7767
ह् ऊ,7762
ज्य्आ,7719
क्त्इ,7618
भ्ऊ,7581
ट्ओ,7572
क्अंप्अ,7561
फ्ओ,7475
फ्ऐ,7398
श्व्अ,7372
क्ट्अ,7338
र्ण्अ,7327
क्य्ओ,7261
र्ट्ई,7236
ग्र्आ,7141
फ्ए,6954
व्ऐ,6885
क्र्इ,6854
झ्अ,6816
श्र्ई,6807
र्थ्अ,6796
अंव्अ,6783
छ्ओ,6744
र्श्अ,6651
ऊ,6632
य्ई,6538
ढ्आ,6474
च्औ,6288
ध्ई,6155
र्स्अ,6118
झ्आ,5984
स्व्आ,5944
ब्ऊ,5923
त्ऐ,5914
स्प्अ,5906
न्ऊ,5828
र्ग्अ,5692
झ्ए,5651
प्त्अ,5530
ड्ऑ,5481
र्य्आ,5398
ष्ट्र्अ,5310
प्र्ए,5302
त्र्आ,5298
ख्ओ,5230
न्य्आ,5173
ल्ऊ,5165
न्औ,5159
र्क्अ,5134
न्न्अ,5130
ठ्ई,5112
ध्य्आ,5094
ण्ई,5060
ज्ञ्आ,5035
भ्ए,5005
त्र्ओ,4871
द्ध्अ,4865
त्म्अ,4855
स्ऐ,4828
त्व्अ,4818
घ्आ,4790
घ्ओ,4762
ष्ट्र्ई,4754
र्च्अ,4737
ख्ई,4654
ड्ओ,4580
प्र्ओ,4539
द्य्आ,4513
व्य्आ,4496
अंड्इ,4496
ग्र्अ,4429
स्क्ऊ,4410
ल्य्आ,4303
म्म्ई,4253
थ्इ,4233
च्ओ,4221
ब्अंध्अ,4194
स्औ,4183
क्ष्इ,4182
ब्ऑ,4087
स्व्ई,4074
ब्अंद्अ,4057
त्औ,4043
र्फ्अ,3998
स्त्ए,3977
अंध्ई,3969
ड़्आ,3957
अंच्आ,3915
र्त्आ,3900
ड़्ई,3866
प्त्आ,3814
अंत्इ,3769
भ्ओ,3734
स्ट्ए,3679
त्य्अ,3645
ल्उ,3572
ग्ऐ,3497
अंग्ई,3485
स्अंग्अ,3426
र्त्अ,3420
न्य्ऊ,3412
श्य्अ,3410
स्य्आ,3378
न्द्र्अ,3365
त्र्इ,3337
स्अंघ्अ,3322
ल्ऐ,3316
च्छ्आ,3281
ष्आ,3271
ष्ट्अ,3263
च्च्ओ,3257
ड़्ए,3253
ढ्ए,3228
ग्औ,3227
क्औ,3200
क्ऊ,3197
फ्त्आ,3194
र्अंग्अ,3186
छ्ए,3170
अंच्ए,3156
श्च्इ,3140
थ्ओ,3131
च्ऐ,3125
प्र्ई,3118
त्त्आ,3110
र्थ्इ,3079
ढ़्अ,3077
च्च्अ,2992
प्र्इ,2978
र्ऐ,2960
ष्ठ्अ,2945
ठ्ए,2936
ट्ऊ,2934
ल्ल्ए,2929
र्द्ए,2897
श्र्अ,2889
म्अंद्इ,2885
ल्प्अ,2857
र्च्आ,2852
स्अंख्य्आ,2817
स्अंस्थ्आ,2815
ण्इ,2784
अंब्ई,2755
र्म्इ,2746
स्ट्आ,2742
ट्र्ए,2741
ज़्अ,2730
म्अंग्अ,2727
स्थ्अ,2710
ख्ऊ,2701
ग्ऊ,2693
भ्उ,2681
श्म्ई,2644
अंज्अ,2636
ण्य्आ,2633
च्च्ए,2633
ड्क्अ,2622
ल्ऑ,2606
र्र्अ,2578
र्त्इ,2563
ट्ऐ,2558
स्अंभ्आ,2554
ण्ओ,2551
म्म्ए,2542
ष्इ,2523
ख्अंड्अ,2522
ल्क्इ,2519
अंच्ई,2512
ध्उ,2509
स्अंप्अ,2480
त्र्ई,2475
ध्ओ,2470
र्द्अ,2469
म्म्आ,2468
अंस्आ,2452
स्स्आ,2441
द्य्ओ,2415
ध्ए,2407
स्त्ई,2398
म्अंड्अ,2389
त्प्आ,2375
म्ब्अ,2354
अंस्ई,2354
क्त्आ,2350
ग्र्ई,2347
घ्उ,2339
च्ऊ,2308
स्ट्इ,2307
त्अंत्र्अ,2297
ल्औ,2291
द्द्ए,2286
स्य्अ,2273
प्ल्आ,2238
स्अंद्अ,2237
प्अंज्आ,2225
म्म्अ,2216
त्न्ई,2210
स्थ्य्अ,2206
र्व्आ,2197
श्व्आ,2176
अंद्आ,2164
ब्ध्अ,2162
ठ्इ,2160
त्त्ई,2151
ज्य्ओ,2143
च्य्आ,2137
त्क्आ,2132
ल्ड्अ,2129
व्उ,2127
च्छ्ई,2124
क्क्अ,2115
प्य्आ,2109
न्द्अ,2105
र्न्अ,2105
अंग्आ,2101
द्ध्आ,2069
र्त्ई,2059
ण्ए,2056
ष्य्अ,2043
न्म्अ,2043
न्अंब्अ,2039
क्श्अ,2032
अंद्ओ,2010
य्इ,2005
अंद्ई,2001
ब्र्आ,1995
स्त्उ,1988
स्ट्र्ए,1976
प्अंच्आ,1975
त्ऊ,1971
म्प्अ,1968
ट्र्ओ,1958
म्ऑ,1950
स्अंब्अंध्अ,1929
न्अंद्अ,1923
फ्उ,1908
ग्अंभ्ई,1904
र्ज्ई,1897
अंन्ई,1884
फ्ऑ,1873
न्ऐ,1867
ल्द्अ,1855
फ्ऊ,1848
ल्ल्आ,1844
म्र्अ,1842
र्भ्अ,1820
अंद्र्ई,1818
अंश्अ,1817
स्अंच्आ,1809
ल्स्अ,1808
अंप्अ,1799
त्त्इ,1789
म्अंत्र्आ,1788
ख्य्आ,1784
न्न्आ,1769
श्र्ए,1749
त्स्आ,1743
ह् ऑ,1739
स्क्अ,1735
प्र्ऐ,1729
स्अंब्अ,1726
अंध्अ,1720
ब्र्इ,1716
ड्न्ए,1713
ग्य्अ,1709
च्छ्ए,1674
व्ऑ,1670
घ्ए,1669
भ्र्अ,1665
प्ऑ,1656
ळ्अ,1652
त्अंक्अ,1650
स्क्आ,1647
र्ज्आ,1643
त्स्अ,1642
स्अंस्अ,1626
स्म्आ,1621
क्र्आ,1618
घ्अंट्ए,1615
ड्ऊ,1602
अंड्ए,1599
छ्उ,1591
ढ्अ,1577
ऋ,1573
ट्ऑ,1567
ट्र्आ,1567
क्र्त्इ,1566
र्न्आ,1556
द्य्अ,1545
द्र्अ,1528
ध्ऊ,1509
र्म्ई,1506
फ्र्ई,1492
श्ऐ,1470
ड्त्आ,1468
म्र्त्अ,1460
ढ़्आ,1447
स्अंब्अंध्इ,1441
क्ष्य्अ,1432
स्ल्इ,1423
स्ट्ओ,1422
अंक्ओ,1415
स्अंक्अ,1403
क्र्ई,1399
र्ध्आ,1396
छ्ऊ,1394
श्ऊ,1391
च्च्आ,1388
स्प्ए,1387
न्त्अ,1387
फ्ट्अ,1386
अंत्आ,1385
र्ट्इ,1379
श्क्इ,1379
अंज्ई,1375
प्प्अ,1374
प्ल्ए,1374
अंद्उ,1373
ट्ट्ई,1370
क्ष्ई,1367
स्अंय्उ,1367
म्म्ऊ,1364
न्स्अ,1345
ग्र्ह् अ,1334
व्अंब्अ,1328
ण्ड्अ,1326
र्व्ए,1322
ट्स्अ,1299
श्न्अ,1299
च्अंद्र्अ,1296
ढ्ई,1294
ड्र्आ,1292
ल्क्अ,1290
ह् औ,1289
त्र्त्व्अ,1286
ऍ,1284
स्स्ए,1279
ट्व्ई,1274
प्औ,1272
स्अंभ्अ,1270
क्र्ष्ण्अ,1269
त्अंब्अ,1263
म्स्अ,1263
स्क्र्ई,1258
म्अंत्र्इ,1256
ड्क्ई,1247
छ्इ,1234
ल्य्अ,1233
अंस्इ,1233
क्ट्ऊ,1229
व्र्द्ध्इ,1228
ल्ट्अ,1213
ब्र्अ,1210
र्ष्ओ,1204
अंन्आ,1200
स्त्ओ,1194
अंट्ई,1187
ष्ट्आ,1185
स्ल्आ,1183
अंच्य्आ,1180
ट्र्अ,1176
प्अंच्अ,1169
क्र्ष्इ,1168
ह् अंग्आ,1161
र्ऑ,1152
ल्म्ओ,1145
र्अंत्अ,1145
स्अंज्अ,1135
ज्अंग्अ,1133
क्र्ए,1128
ब्अंद्ई,1127
क्ल्अ,1116
ब्ल्ऑ,1116
म्अंज्ऊ,1112
स्ट्र्ई,1109
क्ल्आ,1101
ल्द्ई,1094
स्अंब्ओ,1093
स्त्र्ई,1089
ष्ई,1086
स्य्ओ,1084
ग्र्ए,1081
ब्द्अ,1080
ळ्ए,1079
ण्उ,1071
स्अंद्ए,1070
अंड्आ,1067
अंक्आ,1066
य्अंत्र्अ,1063
ब्अंग्आ,1063
स्अंव्इ,1062
त्म्आ,1059
क्र्त्अ,1057
र्स्इ,1053
ब्र्ए,1038
ख्त्अ,1035
स्त्इ,1034
अंड्ई,1030
स्अंर्अ,1025
श्व्इ,1025
र्ष्ई,1023
स्अंव्आ,1021
र्व्इ,1017
झ्ऊ,1007
त्य्ए,1005
र्य्ओ,1005
अंब्आ,1005
र्थ्ई,1003
म्अंच्अ,1000
ट्र्ऐ,998
ड़्इ,995
द्द्ई,991
क्स्ई,990
क्र्ओ,989
द्र्आ,988
ग्अंग्आ,985
ज्ऑ,982
ड्उ,973
द्ऐ,972
झ्औ,966
क्ल्इ,966
अंब्अ,965
न्द्ई,965
म्ह् आ,964
स्क्ओ,964
द्द्आ,963
अंग्ल्ऐ,962
श्र्आ,962
च्अंद्अ,955
क्क्आ,954
च्च्ई,953
अंद्ऊ,951
न्ऑ,942
न्न्ई,941
फ्त्अ,938
स्अंग्ई,938
घ्ऊ,937
फ़्अ,936
र्र्आ,932
ट्उ,931
फ्र्ए,929
न्त्उ,928
च्छ्अ,923
ब्य्ऊ,919
न्ह् ई,916
स्म्अ,914
र्ष्इ,906
ल्अंब्ए,905
ट्ट्अ,904
श्ऑ,902
ज़्आ,897
श्अंक्अ,895
द्व्इ,893
स्प्ई,891
ठ्ओ,891
त्अंक्ई,891
र्अंभ्अ,885
स्त्र्अ,882
न्ह् आ,881
ष्क्अ,881
ट्र्इ,879
ष्ट्इ,877
क्य्ऊ,877
ट्य्ऊ,877
स्ऑ,877
ळ्आ,872
ल्अंक्आ,871
ळ्ई,870
र्क्ए,867
य्अंक्आ,866
ढ्ओ,865
ड़्ओ,864
अंज्आ,864
स्अंस्आ,862
स्ट्ई,861
ज्ञ्अ,859
प्ट्अ,858
स्अंस्क्र्त्इ,858
ड्क्इ,850
श्त्ए,844
ढ़्ए,842
ग्र्उ,841
द्र्ष्ट्इ,835
अंड्ओ,831
व्र्अ,828
र्ध्अ,824
द्ध्इ,824
स्अंक्ए,822
र्क्इ,819
च्अंड्ई,815
क्क्ए,815
ढ्न्ए,812
द्द्अ,811
स्अंश्ओ,810
ट्व्इ,804
म्अंड्ई,803
श्औ,797
झ्उ,797
र्प्अ,797
अंट्ए,792
ट्र्अंप्अ,790
स्अंब्अंध्ई,788
क्व्आ,786
अंग्ओ,786
ड्य्ऊ,782
अंट्स्अ,782
अंग्ल्आ,775
र्अंप्अ,769
क्ट्इ,768
र्अंज्अ,767
त्प्अ,763
ढ्क्अ,762
स्अंत्अ,760
र्व्ओ,760
न्द्ऊ,749
ग्अंज्अ,739
न्अंत्अ,734
र्ल्ड्अ,732
अंव्ओ,732
ष्ओ,727
व्ह् आ,727
ब्य्आ,719
य्अंस्अ,719
र्घ्अ,717
ध्य्ए,710
न्च्अ,710
द्य्उ,709
ष्क्आ,709
स्अंत्ओ,705
ज्र्अ,703
द्द्ओ,701
त्त्ए,699
ल्अंद्अ,698
ल्ट्ई,696
स्प्इ,694
अंख्ओ,692
अंट्इ,691
फ्त्ए,688
ल्ह् आ,688
ड्क्ओ,687
ल्ल्अ,686
र्ज्इ,684
र्औ,680
स्अंप्आ,676
अंस्ए,671
ह् म्अ,670
त्थ्अ,666
प्त्इ,662
फ्र्आ,660
क्ट्र्ए,659
ड्ड्आ,656
ब्द्ओ,649
व्य्ऊ,648
ष्ठ्आ,647
द्घ्आ,644
अंप्आ,643
स्अंत्उ,642
म्अंद्अ,639
श्अंक्आ,634
र्प्इ,632
भ्य्अ,631
अंप्इ,630
क्क्ई,627
क्ष्म्ई,625
श्य्आ,621
ख्स्अ,620
ल्अंब्ई,616
थ्उ,615
र्द्इ,615
श्च्अ,615
ड्क्ए,609
प्स्अ,608
ढ्त्ई,608
य्औ,606
स्न्आ,606
ब्औ,601
र्ड्इ,600
र्अंत्उ,600
ब्ल्आ,599
स्अंद्ई,597
अंग्इ,595
र्श्इ,595
र्व्ई,595
ढ्इ,594
र्ट्स्अ,593
न्द्उ,593
म्र्त्य्उ,592
स्ट्ऊ,591
ल्क्उ,590
स्अंव्ए,588
र्म्ए,587
ल्अंब्इ,586
र्ब्अ,579
क्स्आ,579
म्ह् अ,578
ब्ल्इ,577
अंद्ए,575
स्ट्ऑ,572
ट्औ,570
म्अंत्र्अ,566
म्ब्आ,565
न्ध्अ,563
ज्ज्अ,563
ख़्अ,559
ष्ए,558
र्ष्आ,558
स्ट्ऐ,557
र्ग्ओ,554
फ्अंड्अ,550
ब्ब्अ,549
क्अंप्य्ऊ,548
श्ल्ए,548
ब्अंग्अ,547
स्अंग्र्अ,546
र्ग्आ,541
क्व्इ,541
ग्ग्अ,540
र्ल्अ,540
स्अंस्क्आ,538
ड्स्अ,536
स्ज्इ,534
ज्औ,529
त्न्अ,529
अंद्औ,529
अंद्इ,528
झ्ओ,526
ब्ल्य्ऊ,525
ल्ल्अंघ्अ,524
ड्ड्ई,522
छ्ई,522
व्अंत्अ,521
भ्य्आ,521
अंग्स्अ,519
क़्अ,518
ड्र्ए,517
म्भ्अ,516
श्म्अ,508
प्अंज्ई,507
र्ज्उ,504
द्र्ओ,501
ह् अंस्अ,500
ढ्अंग्अ,500
स्अंख्य्अ,498
क्स्इ,496
त्अंक्इ,495
ब्ज्आ,495
म्ब्ए,494
ल्अंड्अ,493
ल्म्ए,490
म्य्ऊ,488
स्प्आ,487
प्र्थ्व्ई,487
स्म्र्त्इ,484
स्म्इ,484
व्र्त्त्इ,483
अंब्ए,483
भ्ऐ,480
स्अंय्ओ,480
ण्य्अ,479
ब्द्उ,477
प्अंड्इ,477
ढ्ऊ,476
फ़्इ,475
अंस्क्र्त्इ,475
झ्ई,473
भ्अंड्आ,470
ड्त्ए,470
न्व्अ,469
फ्ल्ऐ,468
र्द्आ,466
ग्ध्अ,460
न्द्र्ई,458
ध्व्अ,458
प्र्ऑ,458
ज्र्ऊ,457
र्ब्आ,457
स्फ्ओ,456
म्ह् ए,455
क्स्ए,454
र्भ्आ,453
स्अंज्ई,452
घ्र्अ,451
फ्औ,451
ल्ल्ऊ,451
ढ्त्अ,450
प्श्अ,449
ट्ट्आ,449
स्क्ई,447
र्ग्ई,446
क्च्अ,445
र्थ्आ,445
ष्ण्उ,444
म्य्उ,440
अंध्ए,440
र्म्ओ,437
ल्क्आ,436
द्र्श्य्अ,432
ल्अंब्आ,431
ज़्इ,430
त्य्ओ,429
ब्ज्ए,428
अंद्र्आ,428
ग्न्इ,428
श्च्आ,427
भ्औ,427
श्त्अ,426
र्द्ई,425
ब्ल्ऐ,424
फ्ल्आ,423
स्अंस्क्अ,422
ब्ध्इ,420
ढ्त्ए,419
प्र्औ,418
क्त्ऊ,418
त्र्उ,415
क्ष्ओ,415
ड्क्आ,415
र्न्इ,414
र्च्ए,413
ग्न्अ,413
स्व्इ,412
ण्ऊ,411
स्क्इ,409
अंट्आ,409
श्अंस्अ,406
ल्य्ऊ,406
म्ब्ई,405
म्य्आ,402
य्अंत्ई,402
र्अंग्आ,398
फ्ट्ई,397
ड्त्ई,397
ढ़्ई,396
ग्र्इ,395
घ्इ,394
अंग्ऊ,392
अंट्र्ई,392
क्ष्म्अ,392
अंठ्अ,390
ष्प्अ,389
ब्ल्अ,389
अंख्ए,386
अंत्र्इ,386
स्ट्र्आ,386
ड्न्आ,385
क्अंट्र्ओ,385
अंए,385
ख्ऐ,384
म्प्इ,383
ग्अंव्आ,382
ब्ल्ऊ,381
प्प्आ,381
त्त्व्अ,381
ब्ब्आ,380
क्ट्र्इ,380
ग्ल्ओ,379
ज्व्आ,378
स्अंद्इ,375
स्अंब्अंध्ओ,374
ल्म्ई,373
र्श्आ,373
र्थ्ओ,371
थ्य्अ,369
द्अंड्अ,369
न्ट्अ,369
ब्द्ई,368
स्प्ओ,368
स्अंध्आ,367
स्स्ओ,366
ल्अंप्इ,365
क्ल्ई,363
क्त्ओ,361
ह् र्द्अ,361
प्र्ष्ठ्अ,360
ल्थ्अ,360
ह् व्आ,357
स्र्ओ,356
ब्र्ह् अ,353
अंस्ट्आ,350
म्न्अ,348
श्त्आ,348
क्र्ऊ,347
स्अंह् इ,345
त्प्ई,345
म्अंत्अ,344
अंत्ओ,343
प्ल्अ,343
र्च्इ,341
द्व्ई,341
ड्ऐ,337
र्ण्इ,337
य्अंत्र्इ,336
ट्र्ई,335
अंध्र्अ,334
घ्अंट्ओ,333
र्क्ई,331
ख्व्आ,330
र्स्ई,330
ग्व्आ,329
स्त्र्त्अ,329
ल्ड्इ,328
अंज्ए,328
अंढ्अ,328
अंख्अ,327
फ्फ्अ,326
ज्ञ्ओ,323
क्र्प्आ,322
र्ण्आ,322
क्न्ओ,322
क्ट्ए,321
ट्र्ऑ,320
प्प्ई,320
घ्ई,319
अंक्ए,319
ब्स्इ,318
म्र्आ,318
त्व्ओ,318
ड्ड्ए,317
श्र्र्अंख्अ,316
र्अंग्ई,316
अंघ्अ,314
ढ्त्आ,310
अंग्उ,310
फ्अंस्अ,309
अंक्ई,309
ब्स्अ,309
श्त्ओ,308
अंड्र्ऑ,306
अंस्प्ए,305
क्य्अ,305
र्श्ई,304
क्र्ष्ण्आ,304
श्ल्ई,303
व्अंश्अ,303
द्र्ई,302
ब्त्अ,301
अंश्इ,301
न्फ्र्ए,301
व्ऊ,300
अंम्अ,299
न्त्इ,298
स्अंत्आ,297
ष्ठ्इ,297
व्ह् ई,297
न्व्ए,295
ड्र्इ,294
ब्ज्ई,294
न्ड्अ,293
श्अंस्आ,293
ह् म्आ,293
म्अंज्इ,293
त्व्आ,292
प्ल्ई,288
ल्प्आ,287
ल्त्आ,287
ख्औ,286
ठ्य्अ,283
ब्अंट्अ,283
स्र्आ,282
व्अंच्इ,282
त्त्ओ,281
प्अंक्अ,281
य्अंस्ए,281
म्ब्ओ,280
स्स्ई,280
प्ट्ई,279
प्अंत्अ,278
ड्ब्अ,277
ठ्उ,277
न्ग्अ,277
स्अंस्क्र्त्अ,276
य्ऑ,276
अंट्र्अ,275
न्न्ए,275
र्द्ओ,274
अंद्र्इ,273
स्ट्र्इ,273
प्अंथ्ई,273
ल्अंग्आ,272
ट्ठ्आ,272
ल्ह् अ,272
क्अंड्अ,272
ल्व्अ,270
र्ख्इ,270
त्य्अंत्अ,268
क्ट्र्ऑ,268
फ्ल्ओ,267
अंत्ई,267
ग्र्ओ,266
र्ज्ए,266
क्अंट्ए,266
म्अंद्ई,266
त्म्इ,265
ठ्अंड्अ,264
न्ह् अ,263
ड्न्अ,262
स्अंज्ञ्आ,261
न्द्ओ,260
स्त्र्ओ,259
ड्प्अ,258
अंध्आ,256
स्क्ए,256
अंद्र्ओ,255
ज्म्अ,255
ख्ब्अ,255
क्अंग्अ,255
द्अंब्अ,254
ख्त्आ,253
अंप्ई,252
ज़्ई,251
च्छ्उ,250
अंस्ट्ई,250
न्र्त्य्अ,250
य्अंत्आ,249
ल्क्ए,249
स्अंप्ऊ,249
ब्ज्इ,248
ह् न्अ,248
अंक्उ,248
श्न्ओ,247
श्व्ए,247
श्क्अ,247
त्अंज्अ,247
ड्र्ओ,247
य्य्अ,247
द्ध्ऊ,246
अंभ्अ,246
ट्ट्ए,245
प्अंप्अ,245
र्अंट्ई,244
ल्स्इ,244
ब्अंध्इ,244
र्अंभ्इ,243
ग्व्इ,242
च्च्इ,242
ब्र्ओ,241
झ्इ,240
फ़्ओ,240
फ्अंस्ए,239
ड्र्अ,239
व्अंट्अ,238
त्र्त्ई,238
ग्ज्आ,237
अंस्ट्ए,237
स्अंव्ऐ,236
त्अंग्अ,236
व्र्त्त्अ,236
ल्फ्ई,236
म्प्ऊ,236
र्स्ए,235
र्अंग्ओ,234
ग़्अ,234
क्र्प्अ,233
र्ड्स्अ,233
स्अंव्अ,233
ण्ड्ए,231
क्ट्स्अ,231
न्व्इ,230
ट्ट्इ,230
अंश्उ,229
फ़्आ,227
र्ग्ए,227
अंत्उ,226
द्म्आ,225
द्भ्उ,225
त्र्ण्अ,225
श्म्आ,224
थ्ऑ,223
अंप्ए,222
र्अंट्अ,221
ग्र्ऐ,221
द्म्अ,221
फ्अंस्आ,221
स्प्ऑ,220
ग्स्अ,220
अंट्ओ,220
ल्प्इ,219
र्त्ए,218
स्अंय्अंत्र्अ,218
अंब्ऊ,218
ग्न्ए,218
म्प्य्ऊ,217
य़्ओ,216
य्अंक्अ,216
र्प्ओ,216
फ्ल्इ,215
ख़्आ,215
स्क्ऑ,213
र्य्अंत्अ,213
क्व्अ,212
ल्क्ई,211
ट्ठ्ई,211
अंव्आ,211
ठ्औ,211
स्ब्ए,210
र्म्ऊ,210
अंच्इ,209
न्त्र्अ,209
स्त्र्इ,209
फ्र्अंट्अ,209
ल्अंब्अ,208
स्र्ज्अ,207
त्थ्आ,207
ड्छ्आ,207
स्य्ई,207
ट्स्ए,206
ल्ह् य्आ,206
स्क्उ,205
ध्औ,204
र्द्ऊ,204
न्द्इ,202
क़्आ,202
स्न्ए,201
म्य्अ,201
अंप्र्अ,201
अंज्इ,200
स्प्ल्ए,200
क्ट्र्ई,199
स्अंक्र्अ,199
म्अंए,199
थ्य्ओ,198
अंध्इ,198
ष्म्आ,197
ळ्य्आ,197
स्ट्र्ओ,197
ग्ल्आ,196
भ्अंग्अ,195
स्अंप्र्अ,195
घ्अंट्आ,193
म्अंज्अ,192
र्ड्ओ,192
ज्म्ई,192
ग्य्आ,192
क्र्ऑ,192
र्त्ओ,191
अंस्ऊ,191
ड्व्आ,191
ब्र्ऑ,191
अंश्ई,190
फ्र्अ,189
ग्अंद्अ,189
क्य्उ,188
क्श्आ,186
स्क्ऐ,186
अंआ,186
प्अंक्त्इ,185
ख़्उ,185
श्र्इ,185
त्य्औ,184
ह् अंग्ई,183
ठ्अंड्आ,183
स्ट्र्अ,183
र्स्ट्अ,182
अंब्उ,182
द्अंग्अ,182
ब्अंद्ऊ,182
अःख्अ,181
ल्य्ओ,181
ष्ट्ई,180
स्अंय्अ,180
क्अंद्अ,180
ल्ल्ओ,180
ण्ड्आ,179
ब्ब्ए,179
म्प्आ,179
स्अंध्य्आ,178
र्अंग्ए,178
न्य्उ,178
ल्ल्इ,178
न्म्आ,178
ढ़्इ,178
फ्य्ऊ,178
म्ब्अंध्इ,178
र्ल्इ,177
ज़्य्आ,177
अंध्उ,177
ल्फ्अ,176
न्द्आ,176
फ्त्ई,176
ज्ज्ऐ,176
स्अंन्य्आ,174
र्र्इ,174
व्अंट्इ,174
न्द्ए,174
ह् अंग्ए,174
अंम्आ,174
र्न्ई,174
थ्ऐ,174
त्क्र्ष्ट्अ,173
ब्अंस्अ,173
फ्र्ऐ,172
च्अंब्आ,172
य्य्आ,172
अंड्स्अ,172
श्य्ओ,172
म्अंथ्अ,172
थ्ऊ,170
क्अंध्ए,170
न्ध्इ,170
श्त्ई,170
प्व्आ,169
ख्त्ई,169
ज्ज्आ,169
ङ्क्ष्अ,167
न्अंद्आ,166
अंछ्अ,165
अंक्ष्आ,165
व्र्क्ष्अ,165
न्ह् ऐ,165
ष्प्आ,165
ढ़्ओ,164
ध्ऐ,163
र्ध्य्अ,163
न्म्ए,162
र्क्स्अ,162
म्र्द्ध्इ,161
ल्ट्ए,160
प्ल्इ,160
त्स्उ,160
ढ्न्आ,160
त्र्ए,159
स्ल्ई,159
ड्य्आ,159
स्न्ऐ,158
क्त्ई,158
प्ल्ओ,158
ज़्ओ,158
